cluster_id,n_users,n_merchants,n_transactions,transaction_amount,chargeback_count,chargebacked_transaction_count,disputed_amount,average_user_risk,average_merchant_risk,max_user_risk,max_merchant_risk,cluster_chargeback_rate,disputed_amount_ratio,temporal_concentration,relationship_concentration,cluster_risk_score,risk_level,top_signals,explanation
CLU00340,2,1,2,30424.42,1,1,1916.0,6.6667,15.1442,13.3333,15.1442,0.5,0.063,0.5,0.1,23.7595,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 6.3%."
CLU00062,5,1,5,69222.21,2,2,1272.4,5.3333,27.7328,13.3333,27.7328,0.4,0.0184,0.2,0.1,23.7555,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 5 user(s) and 1 merchant(s) with 5 transaction(s), chargeback rate 40.0%, disputed amount ratio 1.8%."
CLU00561,2,1,2,35008.7,1,1,2158.72,6.6667,15.1296,13.3333,15.1296,0.5,0.0617,0.5,0.1,23.7332,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 6.2%."
CLU00458,1,2,2,34297.87,2,1,3936.95,13.3333,6.0087,13.3333,12.0173,0.5,0.1148,0.5,0.1,23.7218,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 1 user(s) and 2 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 11.5%."
CLU00516,2,1,2,13934.45,1,1,2928.89,4.6667,10.1132,9.3333,10.1132,0.5,0.2102,0.5,0.1,23.7038,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 21.0%."
CLU00125,4,1,4,34614.33,1,1,2351.6,5.0,25.9542,16.0,25.9542,0.25,0.0679,0.5,0.1,23.6984,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate, temporal_concentration. Cluster involves 4 user(s) and 1 merchant(s) with 4 transaction(s), chargeback rate 25.0%, disputed amount ratio 6.8%."
CLU00238,2,1,2,31369.89,1,1,1852.3,6.6667,15.1005,13.3333,15.1005,0.5,0.059,0.5,0.1,23.6809,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 5.9%."
CLU00406,2,1,2,30063.72,1,1,1370.91,8.0,14.9511,16.0,14.9511,0.5,0.0456,0.5,0.1,23.6742,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 4.6%."
CLU00266,2,1,2,23297.96,1,1,1358.0,6.6667,15.0921,13.3333,15.0921,0.5,0.0583,0.5,0.1,23.6658,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 5.8%."
CLU00118,4,1,4,30789.39,1,1,1969.23,5.0,25.8657,20.0,25.8657,0.25,0.064,0.5,0.1,23.599,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate, temporal_concentration. Cluster involves 4 user(s) and 1 merchant(s) with 4 transaction(s), chargeback rate 25.0%, disputed amount ratio 6.4%."
CLU00571,2,1,2,27380.3,1,1,1443.57,6.6667,15.0303,13.3333,15.0303,0.5,0.0527,0.5,0.1,23.5545,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 5.3%."
CLU00403,2,1,2,21564.16,1,1,4366.91,4.6667,10.0279,9.3333,10.0279,0.5,0.2025,0.5,0.1,23.5502,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 20.3%."
CLU00322,2,1,2,23728.3,1,1,1212.0,6.6667,15.012,13.3333,15.012,0.5,0.0511,0.5,0.1,23.5216,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 5.1%."
CLU00339,2,1,2,42837.97,1,1,4857.19,6.6667,12.3709,13.3333,12.3709,0.5,0.1134,0.5,0.1,23.5083,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 11.3%."
CLU00293,2,1,2,15438.94,1,1,3086.0,4.6667,9.9987,9.3333,9.9987,0.5,0.1999,0.5,0.1,23.4977,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 20.0%."
CLU00209,3,1,3,25984.01,2,1,10359.87,4.0,14.4228,9.3333,14.4228,0.3333,0.3987,0.3333,0.1,23.4705,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 3 user(s) and 1 merchant(s) with 3 transaction(s), chargeback rate 33.3%, disputed amount ratio 39.9%."
CLU00491,2,1,2,28545.13,1,1,1362.67,6.6667,14.9749,13.3333,14.9749,0.5,0.0477,0.5,0.1,23.4547,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 4.8%."
CLU00427,2,1,2,31870.18,1,1,1510.93,6.6667,14.9712,13.3333,14.9712,0.5,0.0474,0.5,0.1,23.4482,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 4.7%."
CLU00210,3,1,3,18967.4,1,1,638.96,4.4444,19.1298,9.3333,19.1298,0.3333,0.0337,0.6667,0.1,23.4474,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 3 user(s) and 1 merchant(s) with 3 transaction(s), chargeback rate 33.3%, disputed amount ratio 3.4%."
CLU00489,1,2,2,42905.56,1,1,4101.89,13.3333,6.0587,13.3333,12.1173,0.5,0.0956,0.5,0.1,23.434,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 1 user(s) and 2 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 9.6%."
CLU00473,2,1,2,12507.91,1,1,554.76,6.6667,14.9373,13.3333,14.9373,0.5,0.0444,0.5,0.1,23.3871,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 4.4%."
CLU00235,2,1,2,5572.97,1,1,247.02,6.6667,14.9369,13.3333,14.9369,0.5,0.0443,0.5,0.1,23.3865,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 4.4%."
CLU00547,2,1,2,22094.76,1,1,967.0,6.6667,14.9307,13.3333,14.9307,0.5,0.0438,0.5,0.1,23.3753,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 4.4%."
CLU00348,2,1,2,39724.29,1,1,7668.14,4.6667,9.9226,9.3333,9.9226,0.5,0.193,0.5,0.1,23.3607,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 19.3%."
CLU00140,3,2,4,40735.49,2,2,599.78,8.8889,14.852,26.6667,18.5929,0.5,0.0147,0.25,0.1,23.3579,LOW,elevated_max_user_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_max_user_risk, high_cluster_chargeback_rate. Cluster involves 3 user(s) and 2 merchant(s) with 4 transaction(s), chargeback rate 50.0%, disputed amount ratio 1.5%."
CLU00037,6,1,6,61273.83,1,1,8967.32,2.8889,29.9912,13.3333,29.9912,0.1667,0.1463,0.3333,0.1,23.3576,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 6 user(s) and 1 merchant(s) with 6 transaction(s), chargeback rate 16.7%, disputed amount ratio 14.6%."
CLU00386,2,1,2,26477.46,1,1,1092.58,6.6667,14.9029,13.3333,14.9029,0.5,0.0413,0.5,0.1,23.3253,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 4.1%."
CLU00311,2,1,2,31200.9,1,1,781.0,8.0,14.7226,16.0,14.7226,0.5,0.025,0.5,0.1,23.32,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 2.5%."
CLU00482,2,1,2,21332.78,1,1,4064.18,4.6667,9.8946,9.3333,9.8946,0.5,0.1905,0.5,0.1,23.3103,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 19.1%."
CLU00135,4,1,4,63635.3,1,1,3329.74,4.3333,25.6072,17.3333,25.6072,0.25,0.0523,0.5,0.1,23.3081,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate, temporal_concentration. Cluster involves 4 user(s) and 1 merchant(s) with 4 transaction(s), chargeback rate 25.0%, disputed amount ratio 5.2%."
CLU00459,2,1,2,16736.35,1,1,637.61,6.6667,14.8677,13.3333,14.8677,0.5,0.0381,0.5,0.1,23.2619,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 3.8%."
CLU00303,2,1,2,18751.91,1,1,709.86,6.6667,14.8651,13.3333,14.8651,0.5,0.0379,0.5,0.1,23.2571,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 3.8%."
CLU00116,4,1,4,92967.45,1,1,8307.14,5.3333,29.7635,17.3333,29.7635,0.25,0.0894,0.25,0.1,23.2339,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 4 user(s) and 1 merchant(s) with 4 transaction(s), chargeback rate 25.0%, disputed amount ratio 8.9%."
CLU00388,2,1,2,13193.95,1,1,2439.31,4.6667,9.832,9.3333,9.832,0.5,0.1849,0.5,0.1,23.1976,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 18.5%."
CLU00558,2,1,2,40059.8,2,1,3812.24,6.6667,12.1685,13.3333,12.1685,0.5,0.0952,0.5,0.1,23.1945,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 9.5%."
CLU00369,2,1,2,47939.0,1,1,1647.57,6.6667,14.8263,13.3333,14.8263,0.5,0.0344,0.5,0.1,23.1874,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 3.4%."
CLU00483,2,1,2,27983.25,1,1,895.55,6.6667,14.8,13.3333,14.8,0.5,0.032,0.5,0.1,23.1401,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 3.2%."
CLU00038,6,1,6,51614.54,2,2,838.9,4.4444,30.0811,13.3333,30.0811,0.3333,0.0163,0.1667,0.1,23.114,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 6 user(s) and 1 merchant(s) with 6 transaction(s), chargeback rate 33.3%, disputed amount ratio 1.6%."
CLU00310,2,1,2,34312.48,1,1,1048.77,6.6667,14.7841,13.3333,14.7841,0.5,0.0306,0.5,0.1,23.1113,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 3.1%."
CLU00299,2,1,2,36470.71,1,1,1107.61,6.6667,14.7819,13.3333,14.7819,0.5,0.0304,0.5,0.1,23.1074,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 3.0%."
CLU00247,2,1,2,23373.95,1,1,668.0,6.6667,14.762,13.3333,14.762,0.5,0.0286,0.5,0.1,23.0716,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 2.9%."
CLU00492,2,1,2,28526.51,1,1,776.76,6.6667,14.747,13.3333,14.747,0.5,0.0272,0.5,0.1,23.0446,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 2.7%."
CLU00509,2,1,2,15173.7,1,1,1538.0,6.6667,12.2373,9.3333,12.2373,0.5,0.1014,0.5,0.1,23.0272,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 10.1%."
CLU00216,2,1,2,32956.99,1,1,847.6,6.6667,14.7302,13.3333,14.7302,0.5,0.0257,0.5,0.1,23.0144,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 2.6%."
CLU00022,7,1,7,79678.3,2,2,6259.0,3.8095,30.3945,13.3333,30.3945,0.2857,0.0786,0.1429,0.1,22.9991,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 7 user(s) and 1 merchant(s) with 7 transaction(s), chargeback rate 28.6%, disputed amount ratio 7.9%."
CLU00405,2,1,2,33598.71,1,1,803.59,6.6667,14.7102,13.3333,14.7102,0.5,0.0239,0.5,0.1,22.9783,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 2.4%."
CLU00408,2,1,2,33503.03,1,1,738.08,6.6667,14.6892,13.3333,14.6892,0.5,0.022,0.5,0.1,22.9406,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 2.2%."
CLU00404,1,2,2,20169.32,1,1,1262.32,13.3333,5.7386,13.3333,11.4771,0.5,0.0626,0.5,0.1,22.9388,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 1 user(s) and 2 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 6.3%."
CLU00214,2,1,2,26169.43,1,1,529.68,6.6667,14.6693,13.3333,14.6693,0.5,0.0202,0.5,0.1,22.9048,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 2.0%."
CLU00131,4,1,4,75950.83,1,1,2655.0,4.3333,25.2213,13.3333,25.2213,0.25,0.035,0.5,0.1,22.8739,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate, temporal_concentration. Cluster involves 4 user(s) and 1 merchant(s) with 4 transaction(s), chargeback rate 25.0%, disputed amount ratio 3.5%."
CLU00263,2,1,2,28738.76,1,1,504.51,6.6667,14.6395,13.3333,14.6395,0.5,0.0176,0.5,0.1,22.8511,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 1.8%."
CLU00523,2,1,2,45246.08,1,1,788.58,6.6667,14.6381,13.3333,14.6381,0.5,0.0174,0.5,0.1,22.8486,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 1.7%."
CLU00097,4,1,4,45293.96,1,1,1500.0,5.0,25.1804,20.0,25.1804,0.25,0.0331,0.5,0.1,22.8279,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate, temporal_concentration. Cluster involves 4 user(s) and 1 merchant(s) with 4 transaction(s), chargeback rate 25.0%, disputed amount ratio 3.3%."
CLU00306,2,1,2,22132.74,1,1,330.73,6.6667,14.6105,13.3333,14.6105,0.5,0.0149,0.5,0.1,22.7989,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 1.5%."
CLU00316,2,1,2,14857.2,1,1,201.03,6.6667,14.5948,13.3333,14.5948,0.5,0.0135,0.5,0.1,22.7706,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 1.4%."
CLU00532,2,1,2,44573.9,1,1,589.63,6.6667,14.5914,13.3333,14.5914,0.5,0.0132,0.5,0.1,22.7646,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 1.3%."
CLU00400,2,1,2,32437.9,1,1,415.04,6.6667,14.5866,13.3333,14.5866,0.5,0.0128,0.5,0.1,22.7559,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 1.3%."
CLU00321,2,1,2,28909.22,1,1,348.42,6.6667,14.5784,13.3333,14.5784,0.5,0.0121,0.5,0.1,22.741,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 1.2%."
CLU00243,2,1,2,35475.17,1,1,5740.0,4.6667,9.5756,9.3333,9.5756,0.5,0.1618,0.5,0.1,22.7361,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 16.2%."
CLU00200,3,1,3,33562.95,1,1,12249.71,3.1111,13.8607,9.3333,13.8607,0.3333,0.365,0.3333,0.1,22.7117,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 3 user(s) and 1 merchant(s) with 3 transaction(s), chargeback rate 33.3%, disputed amount ratio 36.5%."
CLU00641,1,1,1,10203.04,1,1,-4153.73,17.3333,14.4444,17.3333,14.4444,1.0,-0.4071,0.0,0.1,22.6934,LOW,elevated_avg_user_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_user_risk, high_cluster_chargeback_rate. Cluster involves 1 user(s) and 1 merchant(s) with 1 transaction(s), chargeback rate 100.0%, disputed amount ratio -40.7%."
CLU00413,2,1,2,32099.02,1,1,303.26,6.6667,14.5494,13.3333,14.5494,0.5,0.0094,0.5,0.1,22.689,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 0.9%."
CLU00181,3,1,3,25702.56,1,1,7477.0,4.4444,16.2767,9.3333,16.2767,0.3333,0.2909,0.3333,0.1,22.6877,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 3 user(s) and 1 merchant(s) with 3 transaction(s), chargeback rate 33.3%, disputed amount ratio 29.1%."
CLU00432,2,1,2,40233.66,1,1,267.92,6.6667,14.5184,13.3333,14.5184,0.5,0.0067,0.5,0.1,22.6332,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 0.7%."
CLU00012,8,2,9,115192.53,3,3,1164.89,6.0,25.8381,21.3333,29.654,0.3333,0.0101,0.2222,0.1,22.6215,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 8 user(s) and 2 merchant(s) with 9 transaction(s), chargeback rate 33.3%, disputed amount ratio 1.0%."
CLU00256,2,1,2,33965.71,1,1,-3121.8,8.6667,17.7778,17.3333,17.7778,0.5,-0.0919,0.5,0.1,22.6213,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio -9.2%."
CLU00337,2,1,2,33869.22,1,1,164.3,6.6667,14.4983,13.3333,14.4983,0.5,0.0049,0.5,0.1,22.597,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 0.5%."
CLU00267,2,1,2,18458.8,1,1,1467.32,6.6667,11.9944,9.3333,11.9944,0.5,0.0795,0.5,0.1,22.5898,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 7.9%."
CLU00219,2,1,2,26538.31,1,1,-2505.44,8.6667,17.7778,13.3333,17.7778,0.5,-0.0944,0.5,0.1,22.5839,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio -9.4%."
CLU00301,2,1,2,16570.72,1,1,1310.19,8.0,11.9896,9.3333,11.9896,0.5,0.0791,0.5,0.1,22.5813,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 7.9%."
CLU00269,2,1,2,33000.88,1,1,683.69,8.0,11.3413,16.0,11.3413,0.5,0.0207,0.5,0.1,22.579,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 2.1%."
CLU00354,2,1,2,44557.27,1,1,0.0,6.6667,14.4444,13.3333,14.4444,0.5,0.0,0.5,0.1,22.5,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 0.0%."
