user_id,retrospective_risk_score,risk_level,transaction_count,total_transaction_amount,chargeback_rate,total_disputed_amount,top_risk_signal_1,top_risk_signal_2,top_risk_signal_3,explanation
USR53069,0.0,LOW,1,6373.13,0.0,0.0,,,,No risk signals identified.
USR53073,4.0,LOW,2,30344.29,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR53075,9.333333333333334,LOW,2,42032.4,0.5,8263.92,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR53076,0.0,LOW,1,-23658.26,0.0,0.0,,,,No risk signals identified.
USR53077,0.0,LOW,1,6789.0,0.0,0.0,,,,No risk signals identified.
USR53087,0.0,LOW,1,13282.42,0.0,0.0,,,,No risk signals identified.
USR53090,0.0,LOW,2,21876.37,0.0,0.0,,,,No risk signals identified.
USR53093,0.0,LOW,1,10013.82,0.0,0.0,,,,No risk signals identified.
USR53098,0.0,LOW,1,16135.49,0.0,0.0,,,,No risk signals identified.
USR53100,0.0,LOW,1,13028.74,0.0,0.0,,,,No risk signals identified.
USR53103,0.0,LOW,1,1079.15,0.0,0.0,,,,No risk signals identified.
USR53116,0.0,LOW,1,11296.46,0.0,0.0,,,,No risk signals identified.
USR53117,0.0,LOW,1,12658.49,0.0,0.0,,,,No risk signals identified.
USR53135,0.0,LOW,1,24389.0,0.0,0.0,,,,No risk signals identified.
USR53139,0.0,LOW,1,23087.67,0.0,0.0,,,,No risk signals identified.
USR53158,12.0,LOW,1,15613.77,1.0,1341.86,user_chargeback_rate,kyc_duplicate_entity,,"Elevated risk driven primarily by user chargeback rate, combined with kyc duplicate entity."
USR53172,13.333333333333334,LOW,1,15266.55,1.0,2399.47,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR53178,8.0,LOW,3,56885.37,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR53186,0.0,LOW,1,18824.21,0.0,0.0,,,,No risk signals identified.
USR53189,0.0,LOW,1,10054.0,0.0,0.0,,,,No risk signals identified.
USR53190,0.0,LOW,2,23114.02,0.0,0.0,,,,No risk signals identified.
USR53194,0.0,LOW,1,11173.57,0.0,0.0,,,,No risk signals identified.
USR53209,0.0,LOW,1,22581.13,0.0,0.0,,,,No risk signals identified.
USR53217,0.0,LOW,1,2342.27,0.0,0.0,,,,No risk signals identified.
USR53223,0.0,LOW,1,3247.55,0.0,0.0,,,,No risk signals identified.
USR53231,4.0,LOW,2,1521.3599999999997,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR53238,0.0,LOW,1,-24814.82,0.0,0.0,,,,No risk signals identified.
USR53244,0.0,LOW,1,4276.59,0.0,0.0,,,,No risk signals identified.
USR53246,0.0,LOW,1,16582.06,0.0,0.0,,,,No risk signals identified.
USR53253,9.333333333333334,LOW,1,24967.48,1.0,1837.0,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR53257,4.0,LOW,1,-13341.19,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR53260,0.0,LOW,1,15084.29,0.0,0.0,,,,No risk signals identified.
USR53266,0.0,LOW,1,8233.28,0.0,0.0,,,,No risk signals identified.
USR53272,0.0,LOW,1,19588.9,0.0,0.0,,,,No risk signals identified.
USR53273,4.0,LOW,1,3373.06,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR53276,4.0,LOW,2,22617.38,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR53278,0.0,LOW,1,22705.66,0.0,0.0,,,,No risk signals identified.
USR53286,9.333333333333334,LOW,1,5759.06,1.0,12249.71,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR53292,9.333333333333334,LOW,1,15531.85,1.0,2150.18,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR53293,0.0,LOW,1,17529.67,0.0,0.0,,,,No risk signals identified.
USR53297,6.666666666666667,LOW,1,12932.78,0.0,0.0,user_failure_rate,kyc_duplicate_entity,,"Elevated risk driven primarily by user failure rate, combined with kyc duplicate entity."
USR53300,4.0,LOW,1,11394.61,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR53307,0.0,LOW,1,7832.5,0.0,0.0,,,,No risk signals identified.
USR53310,0.0,LOW,1,19028.0,0.0,0.0,,,,No risk signals identified.
USR53311,0.0,LOW,1,18566.83,0.0,0.0,,,,No risk signals identified.
USR53323,0.0,LOW,1,892.43,0.0,0.0,,,,No risk signals identified.
USR53325,9.333333333333334,LOW,1,6649.3,1.0,2332.94,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR53331,4.0,LOW,1,1833.48,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR53332,0.0,LOW,1,-4674.13,0.0,0.0,,,,No risk signals identified.
USR53333,0.0,LOW,1,8254.95,0.0,0.0,,,,No risk signals identified.
USR53335,9.333333333333334,LOW,1,2618.0,1.0,927.07,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR53338,13.333333333333334,LOW,1,3460.71,1.0,-678.63,user_chargeback_rate,user_failure_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user failure rate."
USR53340,0.0,LOW,1,21920.37,0.0,0.0,,,,No risk signals identified.
USR53341,0.0,LOW,1,2845.38,0.0,0.0,,,,No risk signals identified.
USR53351,12.0,LOW,1,13958.7,1.0,5445.15,user_chargeback_rate,kyc_duplicate_entity,,"Elevated risk driven primarily by user chargeback rate, combined with kyc duplicate entity."
USR53352,0.0,LOW,1,12360.37,0.0,0.0,,,,No risk signals identified.
USR53354,0.0,LOW,1,383.88,0.0,0.0,,,,No risk signals identified.
USR53361,0.0,LOW,1,-760.21,0.0,0.0,,,,No risk signals identified.
USR53364,0.0,LOW,1,11253.32,0.0,0.0,,,,No risk signals identified.
USR53369,0.0,LOW,1,1267.57,0.0,0.0,,,,No risk signals identified.
USR53370,0.0,LOW,1,18039.01,0.0,0.0,,,,No risk signals identified.
USR53371,0.0,LOW,1,7841.0,0.0,0.0,,,,No risk signals identified.
USR53384,0.0,LOW,1,19066.0,0.0,0.0,,,,No risk signals identified.
USR53387,0.0,LOW,1,9582.9,0.0,0.0,,,,No risk signals identified.
USR53388,0.0,LOW,1,15110.45,0.0,0.0,,,,No risk signals identified.
USR53392,0.0,LOW,1,19027.59,0.0,0.0,,,,No risk signals identified.
USR53399,0.0,LOW,1,18524.67,0.0,0.0,,,,No risk signals identified.
USR53401,0.0,LOW,1,15286.52,0.0,0.0,,,,No risk signals identified.
USR53402,0.0,LOW,1,9503.83,0.0,0.0,,,,No risk signals identified.
USR53408,0.0,LOW,1,23720.53,0.0,0.0,,,,No risk signals identified.
USR53412,0.0,LOW,1,8290.49,0.0,0.0,,,,No risk signals identified.
USR53415,0.0,LOW,1,3210.68,0.0,0.0,,,,No risk signals identified.
USR53418,0.0,LOW,1,24749.11,0.0,0.0,,,,No risk signals identified.
USR53435,0.0,LOW,1,14295.28,0.0,0.0,,,,No risk signals identified.
USR53437,0.0,LOW,1,9284.08,0.0,0.0,,,,No risk signals identified.
USR53438,4.0,LOW,1,24326.4,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR53439,4.0,LOW,1,24528.0,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR53440,0.0,LOW,1,17181.19,0.0,0.0,,,,No risk signals identified.
USR53444,4.0,LOW,1,2049.15,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR53449,0.0,LOW,1,6519.58,0.0,0.0,,,,No risk signals identified.
USR53450,0.0,LOW,1,20753.33,0.0,0.0,,,,No risk signals identified.
USR53451,0.0,LOW,1,-7565.31,0.0,0.0,,,,No risk signals identified.
USR53457,0.0,LOW,1,5976.41,0.0,0.0,,,,No risk signals identified.
USR53458,0.0,LOW,1,21785.22,0.0,0.0,,,,No risk signals identified.
USR53461,0.0,LOW,1,1012.33,0.0,0.0,,,,No risk signals identified.
USR53476,0.0,LOW,1,7728.43,0.0,0.0,,,,No risk signals identified.
USR53487,0.0,LOW,1,1206.16,0.0,0.0,,,,No risk signals identified.
USR53488,0.0,LOW,1,16914.93,0.0,0.0,,,,No risk signals identified.
USR53489,0.0,LOW,1,18781.33,0.0,0.0,,,,No risk signals identified.
USR53498,0.0,LOW,1,1570.61,0.0,0.0,,,,No risk signals identified.
USR53499,0.0,LOW,1,11601.0,0.0,0.0,,,,No risk signals identified.
USR53507,4.0,LOW,1,20371.0,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR53517,0.0,LOW,1,535.41,0.0,0.0,,,,No risk signals identified.
USR53521,2.666666666666667,LOW,1,5120.56,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR53525,0.0,LOW,1,1604.23,0.0,0.0,,,,No risk signals identified.
USR53532,4.0,LOW,1,14888.38,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR53534,4.0,LOW,1,12182.19,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR53553,0.0,LOW,1,24202.0,0.0,0.0,,,,No risk signals identified.
USR53554,0.0,LOW,1,19161.0,0.0,0.0,,,,No risk signals identified.
USR53557,0.0,LOW,1,2534.7,0.0,0.0,,,,No risk signals identified.
USR53559,0.0,LOW,1,11707.42,0.0,0.0,,,,No risk signals identified.
USR53560,0.0,LOW,1,24768.0,0.0,0.0,,,,No risk signals identified.
USR53574,0.0,LOW,1,9188.27,0.0,0.0,,,,No risk signals identified.
USR53583,0.0,LOW,2,31788.92,0.0,0.0,,,,No risk signals identified.
USR53595,0.0,LOW,1,12100.23,0.0,0.0,,,,No risk signals identified.
USR53597,0.0,LOW,1,21470.04,0.0,0.0,,,,No risk signals identified.
USR53603,0.0,LOW,1,24239.92,0.0,0.0,,,,No risk signals identified.
USR53611,0.0,LOW,1,3641.71,0.0,0.0,,,,No risk signals identified.
USR53618,0.0,LOW,1,6454.03,0.0,0.0,,,,No risk signals identified.
USR53621,0.0,LOW,1,12700.05,0.0,0.0,,,,No risk signals identified.
USR53625,13.333333333333334,LOW,1,188.18,1.0,4758.01,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR53633,0.0,LOW,1,10724.5,0.0,0.0,,,,No risk signals identified.
USR53634,0.0,LOW,1,17359.68,0.0,0.0,,,,No risk signals identified.
USR53636,0.0,LOW,2,20546.71,0.0,0.0,,,,No risk signals identified.
USR53648,0.0,LOW,1,16384.5,0.0,0.0,,,,No risk signals identified.
USR53649,0.0,LOW,1,10218.1,0.0,0.0,,,,No risk signals identified.
USR53656,9.333333333333334,LOW,1,14201.58,1.0,4402.84,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR53666,0.0,LOW,1,23208.68,0.0,0.0,,,,No risk signals identified.
USR53673,0.0,LOW,1,19762.48,0.0,0.0,,,,No risk signals identified.
USR53680,0.0,LOW,1,375.57,0.0,0.0,,,,No risk signals identified.
USR53681,0.0,LOW,1,24858.31,0.0,0.0,,,,No risk signals identified.
USR53687,0.0,LOW,2,19964.62,0.0,0.0,,,,No risk signals identified.
USR53688,0.0,LOW,1,19212.31,0.0,0.0,,,,No risk signals identified.
USR53691,0.0,LOW,1,19592.73,0.0,0.0,,,,No risk signals identified.
USR53695,0.0,LOW,1,15309.1,0.0,0.0,,,,No risk signals identified.
USR53703,0.0,LOW,1,20395.48,0.0,0.0,,,,No risk signals identified.
USR53707,0.0,LOW,1,12748.66,0.0,0.0,,,,No risk signals identified.
USR53715,0.0,LOW,1,492.0,0.0,0.0,,,,No risk signals identified.
USR53716,0.0,LOW,1,-9212.82,0.0,0.0,,,,No risk signals identified.
USR53717,0.0,LOW,1,21287.45,0.0,0.0,,,,No risk signals identified.
USR53718,0.0,LOW,1,14484.71,0.0,0.0,,,,No risk signals identified.
USR53727,0.0,LOW,1,11648.0,0.0,0.0,,,,No risk signals identified.
USR53741,0.0,LOW,1,23110.66,0.0,0.0,,,,No risk signals identified.
USR53743,4.0,LOW,1,22510.0,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR53745,9.333333333333334,LOW,1,17006.72,1.0,336.21,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR53746,0.0,LOW,1,16206.07,0.0,0.0,,,,No risk signals identified.
USR53747,0.0,LOW,1,10657.82,0.0,0.0,,,,No risk signals identified.
USR53749,0.0,LOW,2,24125.71,0.0,0.0,,,,No risk signals identified.
USR53752,0.0,LOW,1,20788.02,0.0,0.0,,,,No risk signals identified.
USR53758,2.666666666666667,LOW,1,3646.43,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR53760,9.333333333333334,LOW,1,9600.51,1.0,1853.91,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR53769,0.0,LOW,1,4989.77,0.0,0.0,,,,No risk signals identified.
USR53777,0.0,LOW,1,21460.75,0.0,0.0,,,,No risk signals identified.
USR53778,0.0,LOW,1,18835.29,0.0,0.0,,,,No risk signals identified.
USR53779,2.666666666666667,LOW,1,7960.13,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR53783,0.0,LOW,1,10170.7,0.0,0.0,,,,No risk signals identified.
USR53785,0.0,LOW,1,11190.84,0.0,0.0,,,,No risk signals identified.
USR53786,4.0,LOW,1,24803.47,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR53788,0.0,LOW,1,8144.33,0.0,0.0,,,,No risk signals identified.
USR53800,0.0,LOW,1,17189.75,0.0,0.0,,,,No risk signals identified.
USR53813,13.333333333333334,LOW,1,13008.8,1.0,577.55,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR53815,4.0,LOW,1,34.96,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR53818,4.0,LOW,1,19123.55,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR53841,0.0,LOW,1,16903.9,0.0,0.0,,,,No risk signals identified.
USR53845,0.0,LOW,1,5362.26,0.0,0.0,,,,No risk signals identified.
USR53846,0.0,LOW,2,26462.43,0.0,0.0,,,,No risk signals identified.
USR53850,0.0,LOW,1,5930.73,0.0,0.0,,,,No risk signals identified.
USR53853,0.0,LOW,1,702.86,0.0,0.0,,,,No risk signals identified.
USR53855,0.0,LOW,1,15977.69,0.0,0.0,,,,No risk signals identified.
USR53857,9.333333333333334,LOW,2,3192.84,0.5,8836.22,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR53865,0.0,LOW,1,19432.94,0.0,0.0,,,,No risk signals identified.
USR53866,0.0,LOW,1,10651.17,0.0,0.0,,,,No risk signals identified.
USR53871,0.0,LOW,1,8482.0,0.0,0.0,,,,No risk signals identified.
USR53877,4.0,LOW,1,20420.46,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR53888,0.0,LOW,1,11207.66,0.0,0.0,,,,No risk signals identified.
USR53890,0.0,LOW,1,246.78,0.0,0.0,,,,No risk signals identified.
USR53892,0.0,LOW,1,17270.62,0.0,0.0,,,,No risk signals identified.
USR53895,0.0,LOW,1,20097.33,0.0,0.0,,,,No risk signals identified.
USR53908,0.0,LOW,1,1249.86,0.0,0.0,,,,No risk signals identified.
USR53915,0.0,LOW,1,-17562.94,0.0,0.0,,,,No risk signals identified.
USR53916,9.333333333333334,LOW,1,1410.17,1.0,3089.13,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR53917,0.0,LOW,1,15727.28,0.0,0.0,,,,No risk signals identified.
USR53919,0.0,LOW,1,18039.43,0.0,0.0,,,,No risk signals identified.
USR53922,0.0,LOW,1,13540.32,0.0,0.0,,,,No risk signals identified.
USR53925,0.0,LOW,1,4999.2,0.0,0.0,,,,No risk signals identified.
USR53927,0.0,LOW,1,23348.0,0.0,0.0,,,,No risk signals identified.
USR53928,0.0,LOW,1,2769.75,0.0,0.0,,,,No risk signals identified.
USR53934,0.0,LOW,1,16030.74,0.0,0.0,,,,No risk signals identified.
USR53938,9.333333333333334,LOW,2,8943.960000000001,0.5,2014.18,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR53940,13.333333333333334,LOW,2,36034.17,0.5,1939.67,user_chargeback_rate,user_failure_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user failure rate."
USR53946,0.0,LOW,1,20157.18,0.0,0.0,,,,No risk signals identified.
USR53948,9.333333333333334,LOW,1,15201.0,1.0,942.21,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR53961,0.0,LOW,1,9704.92,0.0,0.0,,,,No risk signals identified.
USR53970,13.333333333333334,LOW,1,734.63,1.0,6353.75,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR53975,0.0,LOW,1,13682.72,0.0,0.0,,,,No risk signals identified.
USR53976,0.0,LOW,1,21088.63,0.0,0.0,,,,No risk signals identified.
USR53979,0.0,LOW,1,22251.04,0.0,0.0,,,,No risk signals identified.
USR53982,0.0,LOW,1,12747.98,0.0,0.0,,,,No risk signals identified.
USR53983,9.333333333333334,LOW,1,13143.26,1.0,796.1,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR53986,2.666666666666667,LOW,1,15907.05,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR53989,0.0,LOW,1,2587.64,0.0,0.0,,,,No risk signals identified.
USR53992,0.0,LOW,1,5658.46,0.0,0.0,,,,No risk signals identified.
USR54007,0.0,LOW,1,5611.06,0.0,0.0,,,,No risk signals identified.
USR54025,0.0,LOW,1,15786.38,0.0,0.0,,,,No risk signals identified.
USR54030,4.0,LOW,1,23271.62,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR54038,0.0,LOW,1,13924.39,0.0,0.0,,,,No risk signals identified.
USR54043,0.0,LOW,1,20865.95,0.0,0.0,,,,No risk signals identified.
USR54054,0.0,LOW,1,15049.15,0.0,0.0,,,,No risk signals identified.
USR54059,0.0,LOW,1,16215.13,0.0,0.0,,,,No risk signals identified.
USR54069,0.0,LOW,1,13987.0,0.0,0.0,,,,No risk signals identified.
USR54074,0.0,LOW,1,12681.0,0.0,0.0,,,,No risk signals identified.
USR54076,13.333333333333334,LOW,1,3435.12,1.0,3867.32,user_chargeback_rate,user_failure_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user failure rate."
USR54087,0.0,LOW,1,15891.0,0.0,0.0,,,,No risk signals identified.
USR54106,13.333333333333334,LOW,1,14799.28,1.0,316.55,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR54113,0.0,LOW,1,19735.44,0.0,0.0,,,,No risk signals identified.
USR54123,13.333333333333334,LOW,1,22972.13,1.0,8134.61,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR54125,2.666666666666667,LOW,1,13406.05,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR54126,0.0,LOW,1,15042.7,0.0,0.0,,,,No risk signals identified.
USR54128,0.0,LOW,2,16243.54,0.0,0.0,,,,No risk signals identified.
USR54129,13.333333333333334,LOW,1,6075.45,1.0,0.0,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR54134,0.0,LOW,1,7831.6,0.0,0.0,,,,No risk signals identified.
USR54141,0.0,LOW,1,20774.75,0.0,0.0,,,,No risk signals identified.
USR54142,0.0,LOW,1,735.71,0.0,0.0,,,,No risk signals identified.
USR54146,4.0,LOW,1,20078.11,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR54149,4.0,LOW,1,18070.95,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR54150,0.0,LOW,1,9097.06,0.0,0.0,,,,No risk signals identified.
USR54151,0.0,LOW,1,10440.4,0.0,0.0,,,,No risk signals identified.
USR54166,0.0,LOW,1,6690.94,0.0,0.0,,,,No risk signals identified.
USR54171,0.0,LOW,1,24397.09,0.0,0.0,,,,No risk signals identified.
USR54181,0.0,LOW,1,12186.76,0.0,0.0,,,,No risk signals identified.
USR54186,0.0,LOW,1,8526.68,0.0,0.0,,,,No risk signals identified.
USR54188,4.0,LOW,1,5056.5,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR54191,9.333333333333334,LOW,1,15503.83,1.0,0.0,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR54194,0.0,LOW,1,24455.73,0.0,0.0,,,,No risk signals identified.
USR54199,0.0,LOW,2,8575.81,0.0,0.0,,,,No risk signals identified.
USR54204,0.0,LOW,1,24985.35,0.0,0.0,,,,No risk signals identified.
USR54205,0.0,LOW,1,23905.97,0.0,0.0,,,,No risk signals identified.
USR54208,4.0,LOW,1,13796.68,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR54212,4.0,LOW,2,24473.0,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR54217,13.333333333333334,LOW,1,16449.55,1.0,1112.83,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR54218,0.0,LOW,1,11593.15,0.0,0.0,,,,No risk signals identified.
USR54220,2.666666666666667,LOW,1,21204.25,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR54221,21.333333333333336,LOW,2,15237.63,0.5,6352.67,user_chargeback_rate,user_delayed_dispute_rate,user_failure_rate,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate and user failure rate."
USR54223,0.0,LOW,2,27070.6,0.0,0.0,,,,No risk signals identified.
USR54231,0.0,LOW,2,26206.86,0.0,0.0,,,,No risk signals identified.
USR54235,0.0,LOW,1,14946.08,0.0,0.0,,,,No risk signals identified.
USR54239,0.0,LOW,1,1659.59,0.0,0.0,,,,No risk signals identified.
USR54240,0.0,LOW,1,23364.25,0.0,0.0,,,,No risk signals identified.
USR54241,4.0,LOW,1,14456.1,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR54247,0.0,LOW,1,11034.18,0.0,0.0,,,,No risk signals identified.
USR54250,0.0,LOW,1,8605.5,0.0,0.0,,,,No risk signals identified.
USR54255,0.0,LOW,1,22102.91,0.0,0.0,,,,No risk signals identified.
USR54259,0.0,LOW,1,3088.57,0.0,0.0,,,,No risk signals identified.
USR54260,0.0,LOW,2,19122.629999999997,0.0,0.0,,,,No risk signals identified.
USR54262,4.0,LOW,2,32599.25,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR54265,0.0,LOW,1,24664.37,0.0,0.0,,,,No risk signals identified.
USR54272,0.0,LOW,1,5597.66,0.0,0.0,,,,No risk signals identified.
USR54276,9.333333333333334,LOW,1,13970.47,1.0,4581.54,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR54286,0.0,LOW,1,-16244.33,0.0,0.0,,,,No risk signals identified.
USR54287,0.0,LOW,2,24247.31,0.0,0.0,,,,No risk signals identified.
USR54291,0.0,LOW,1,19335.36,0.0,0.0,,,,No risk signals identified.
USR54294,13.333333333333334,LOW,1,15849.98,1.0,455.72,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR54295,0.0,LOW,1,7410.9,0.0,0.0,,,,No risk signals identified.
USR54304,0.0,LOW,1,16250.1,0.0,0.0,,,,No risk signals identified.
USR54307,0.0,LOW,1,1324.15,0.0,0.0,,,,No risk signals identified.
USR54310,0.0,LOW,1,1126.05,0.0,0.0,,,,No risk signals identified.
USR54321,0.0,LOW,1,6307.85,0.0,0.0,,,,No risk signals identified.
USR54323,0.0,LOW,1,20430.03,0.0,0.0,,,,No risk signals identified.
USR54336,9.333333333333334,LOW,1,6425.97,1.0,886.93,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR54344,0.0,LOW,1,9965.0,0.0,0.0,,,,No risk signals identified.
USR54346,0.0,LOW,1,2515.03,0.0,0.0,,,,No risk signals identified.
USR54347,0.0,LOW,1,14035.0,0.0,0.0,,,,No risk signals identified.
USR54358,2.666666666666667,LOW,1,18319.82,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR54364,0.0,LOW,1,7634.44,0.0,0.0,,,,No risk signals identified.
USR54368,0.0,LOW,1,18969.0,0.0,0.0,,,,No risk signals identified.
USR54373,0.0,LOW,1,653.3,0.0,0.0,,,,No risk signals identified.
USR54378,17.333333333333336,LOW,1,13041.28,1.0,1623.96,user_chargeback_rate,user_failure_rate,user_delayed_dispute_rate,"Elevated risk driven primarily by user chargeback rate, combined with user failure rate and user delayed dispute rate."
USR54383,9.333333333333334,LOW,1,24846.27,1.0,0.0,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR54388,9.333333333333334,LOW,1,8834.04,1.0,2582.05,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR54394,0.0,LOW,1,24323.64,0.0,0.0,,,,No risk signals identified.
USR54397,0.0,LOW,1,1350.33,0.0,0.0,,,,No risk signals identified.
USR54401,0.0,LOW,1,11500.96,0.0,0.0,,,,No risk signals identified.
USR54411,0.0,LOW,1,7173.65,0.0,0.0,,,,No risk signals identified.
USR54413,0.0,LOW,1,7302.66,0.0,0.0,,,,No risk signals identified.
USR54417,0.0,LOW,1,11333.88,0.0,0.0,,,,No risk signals identified.
USR54420,9.333333333333334,LOW,1,1273.88,1.0,2161.57,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR54427,13.333333333333334,LOW,1,19507.87,1.0,3265.64,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR54428,13.333333333333334,LOW,1,14263.95,1.0,3875.84,user_chargeback_rate,user_delayed_dispute_rate,,"Elevated risk driven primarily by user chargeback rate, combined with user delayed dispute rate."
USR54429,0.0,LOW,1,19014.95,0.0,0.0,,,,No risk signals identified.
USR54433,0.0,LOW,1,22389.05,0.0,0.0,,,,No risk signals identified.
USR54444,0.0,LOW,1,24207.77,0.0,0.0,,,,No risk signals identified.
USR54448,0.0,LOW,2,40859.2,0.0,0.0,,,,No risk signals identified.
USR54490,2.666666666666667,LOW,1,8388.0,0.0,0.0,kyc_duplicate_entity,,,Elevated risk driven primarily by kyc duplicate entity.
USR54496,17.333333333333336,LOW,1,23195.97,1.0,314.65,user_chargeback_rate,user_failure_rate,user_delayed_dispute_rate,"Elevated risk driven primarily by user chargeback rate, combined with user failure rate and user delayed dispute rate."
USR54503,0.0,LOW,1,22667.27,0.0,0.0,,,,No risk signals identified.
USR54509,4.0,LOW,1,24446.4,0.0,0.0,user_failure_rate,,,Elevated risk driven primarily by user failure rate.
USR54510,0.0,LOW,1,6201.0,0.0,0.0,,,,No risk signals identified.
USR54512,0.0,LOW,1,13754.22,0.0,0.0,,,,No risk signals identified.
USR54517,9.333333333333334,LOW,1,17672.69,1.0,258.0,user_chargeback_rate,,,Elevated risk driven primarily by user chargeback rate.
USR54521,0.0,LOW,1,20104.69,0.0,0.0,,,,No risk signals identified.
