merchant_id,retrospective_risk_score,risk_level,transaction_count,total_transaction_amount,chargeback_transaction_count,chargeback_rate,disputed_amount_ratio,top_risk_signal_1,top_risk_signal_2,top_risk_signal_3,explanation
MCH5566,0.0,LOW,2,21347.43,0,0.0,0.0,,,,No risk signals identified.
MCH5567,8.195687297029544,LOW,3,46294.71,1,0.3333333333333333,0.025074571155106,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5568,0.0,LOW,2,18195.43,0,0.0,0.0,,,,No risk signals identified.
MCH5569,21.962628308774544,LOW,3,19455.13,2,0.6666666666666666,0.1844243651931393,merchant_chargeback_rate,merchant_failure_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate and merchant disputed amount ratio."
MCH5571,0.0,LOW,3,60357.54,0,0.0,0.0,,,,No risk signals identified.
MCH5572,0.0,LOW,5,96023.27,0,0.0,0.0,,,,No risk signals identified.
MCH5573,0.0,LOW,2,28268.01,0,0.0,0.0,,,,No risk signals identified.
MCH5575,0.0,LOW,5,89649.3,0,0.0,0.0,,,,No risk signals identified.
MCH5576,0.0,LOW,1,5042.0,0,0.0,0.0,,,,No risk signals identified.
MCH5577,3.3333333333333335,LOW,3,44696.08,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5578,0.0,LOW,6,73210.23,0,0.0,0.0,,,,No risk signals identified.
MCH5579,3.3333333333333335,LOW,2,15719.35,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5580,12.294948214056276,LOW,3,31417.47,1,0.3333333333333333,0.0710302261767099,merchant_chargeback_rate,merchant_failure_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate and merchant disputed amount ratio."
MCH5581,0.0,LOW,1,22871.73,0,0.0,0.0,,,,No risk signals identified.
MCH5582,0.0,LOW,1,17039.7,0,0.0,0.0,,,,No risk signals identified.
MCH5583,0.0,LOW,1,295.34,0,0.0,0.0,,,,No risk signals identified.
MCH5584,3.3333333333333335,LOW,3,44597.75,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5585,0.0,LOW,2,8828.3,0,0.0,0.0,,,,No risk signals identified.
MCH5586,0.0,LOW,2,12896.66,0,0.0,0.0,,,,No risk signals identified.
MCH5587,0.0,LOW,1,13975.43,0,0.0,0.0,,,,No risk signals identified.
MCH5588,0.0,LOW,1,11611.32,0,0.0,0.0,,,,No risk signals identified.
MCH5589,35.70486270998961,MEDIUM,4,51902.7,1,0.25,0.3567188219495324,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,merchant_chargeback_rate,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant disputed amount ratio and merchant chargeback rate."
MCH5590,0.0,LOW,3,3774.019999999999,0,0.0,0.0,,,,No risk signals identified.
MCH5592,0.0,LOW,1,7124.6,0,0.0,0.0,,,,No risk signals identified.
MCH5593,0.0,LOW,1,18491.38,0,0.0,0.0,,,,No risk signals identified.
MCH5594,19.11912113811646,LOW,2,44224.57,1,0.5,0.1207209024304815,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant failure rate."
MCH5595,0.0,LOW,2,30023.39,0,0.0,0.0,,,,No risk signals identified.
MCH5596,0.0,LOW,5,52883.16,0,0.0,0.0,,,,No risk signals identified.
MCH5597,3.3333333333333335,LOW,2,28419.129999999997,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5598,12.357432258247858,LOW,1,19705.72,1,1.0,0.8243378064846145,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5599,0.0,LOW,2,-2008.12,0,0.0,0.0,,,,No risk signals identified.
MCH5600,8.633073641900738,LOW,6,62806.59,1,0.1666666666666666,0.0774573177750933,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5602,3.3333333333333335,LOW,5,20978.49,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5604,0.0,LOW,3,18056.16,0,0.0,0.0,,,,No risk signals identified.
MCH5606,0.0,LOW,1,15722.06,0,0.0,0.0,,,,No risk signals identified.
MCH5607,0.0,LOW,1,2222.09,0,0.0,0.0,,,,No risk signals identified.
MCH5608,19.427175694093503,LOW,3,32650.499999999996,1,0.3333333333333333,0.0989638749789436,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant disputed amount ratio."
MCH5609,0.0,LOW,3,47438.44,0,0.0,0.0,,,,No risk signals identified.
MCH5610,12.301178879892099,LOW,2,35852.3,1,0.5,0.107106099190289,merchant_chargeback_rate,merchant_failure_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate and merchant disputed amount ratio."
MCH5611,8.271052178893795,LOW,3,39174.95,1,0.3333333333333333,0.0295964640669611,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5612,0.0,LOW,1,15104.08,0,0.0,0.0,,,,No risk signals identified.
MCH5613,0.0,LOW,1,8287.03,0,0.0,0.0,,,,No risk signals identified.
MCH5615,3.3333333333333335,LOW,5,69989.52,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5616,0.0,LOW,1,10041.94,0,0.0,0.0,,,,No risk signals identified.
MCH5617,0.0,LOW,5,76131.07,0,0.0,0.0,,,,No risk signals identified.
MCH5618,9.295228066848486,LOW,4,33397.25,1,0.25,0.0682852630081818,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5619,0.0,LOW,2,25614.13,0,0.0,0.0,,,,No risk signals identified.
MCH5620,3.3333333333333335,LOW,3,30370.179999999997,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5621,0.0,LOW,4,33247.729999999996,0,0.0,0.0,,,,No risk signals identified.
MCH5622,0.0,LOW,1,11614.11,0,0.0,0.0,,,,No risk signals identified.
MCH5623,8.423463246586143,LOW,1,21416.0,1,1.0,0.1162233843855061,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5624,0.0,LOW,1,4524.63,0,0.0,0.0,,,,No risk signals identified.
MCH5625,28.459116881010004,LOW,5,64435.56,2,0.4,0.0445282077163603,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant failure rate."
MCH5626,0.0,LOW,2,8378.91,0,0.0,0.0,,,,No risk signals identified.
MCH5627,7.950016272727417,LOW,3,42610.49,1,0.3333333333333333,0.0103343096969783,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5628,22.880805315665693,LOW,4,68632.19,2,0.5,0.0296362392049561,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant disputed amount ratio."
MCH5629,0.0,LOW,1,22194.91,0,0.0,0.0,,,,No risk signals identified.
MCH5630,0.0,LOW,2,2120.48,0,0.0,0.0,,,,No risk signals identified.
MCH5631,0.0,LOW,1,2285.74,0,0.0,0.0,,,,No risk signals identified.
MCH5632,3.3333333333333335,LOW,4,21090.78,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5634,0.0,LOW,2,26288.57,0,0.0,0.0,,,,No risk signals identified.
MCH5635,3.3333333333333335,LOW,2,26110.41,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5636,0.0,LOW,2,28418.339999999997,0,0.0,0.0,,,,No risk signals identified.
MCH5637,0.0,LOW,4,45801.81,0,0.0,0.0,,,,No risk signals identified.
MCH5638,0.0,LOW,2,20073.78,0,0.0,0.0,,,,No risk signals identified.
MCH5639,0.0,LOW,1,19521.0,0,0.0,0.0,,,,No risk signals identified.
MCH5640,0.0,LOW,2,17820.670000000002,0,0.0,0.0,,,,No risk signals identified.
MCH5641,0.0,LOW,2,24040.78,0,0.0,0.0,,,,No risk signals identified.
MCH5642,0.0,LOW,1,19519.25,0,0.0,0.0,,,,No risk signals identified.
MCH5643,19.015835282938326,LOW,3,11332.78,1,0.3333333333333333,0.4742834503096328,merchant_disputed_amount_ratio,merchant_chargeback_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant disputed amount ratio, combined with merchant chargeback rate and merchant failure rate."
MCH5644,11.664316664919454,LOW,1,19078.0,1,1.0,0.0995769996855016,merchant_chargeback_rate,merchant_failure_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate and merchant disputed amount ratio."
MCH5646,0.0,LOW,1,24917.12,0,0.0,0.0,,,,No risk signals identified.
MCH5647,0.0,LOW,3,42958.24,0,0.0,0.0,,,,No risk signals identified.
MCH5648,0.0,LOW,3,40309.45,0,0.0,0.0,,,,No risk signals identified.
MCH5649,0.0,LOW,1,22066.31,0,0.0,0.0,,,,No risk signals identified.
MCH5650,6.666666666666667,LOW,5,51875.45,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5651,0.0,LOW,1,4539.38,0,0.0,0.0,,,,No risk signals identified.
MCH5652,22.15025068359655,LOW,3,42876.98,1,0.3333333333333333,0.0623483743491262,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant failure rate."
MCH5653,0.0,LOW,2,36501.43,0,0.0,0.0,,,,No risk signals identified.
MCH5654,3.3333333333333335,LOW,1,22540.62,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5655,0.0,LOW,1,4198.8,0,0.0,0.0,,,,No risk signals identified.
MCH5656,0.0,LOW,3,30993.14,0,0.0,0.0,,,,No risk signals identified.
MCH5657,0.0,LOW,2,31333.3,0,0.0,0.0,,,,No risk signals identified.
MCH5658,8.056836031351645,LOW,3,22945.03,1,0.3333333333333333,0.016743495214432,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5659,0.0,LOW,2,30187.58,0,0.0,0.0,,,,No risk signals identified.
MCH5660,0.0,LOW,2,20077.48,0,0.0,0.0,,,,No risk signals identified.
MCH5661,7.936507936507933,LOW,7,114392.13,1,0.1428571428571428,-0.006005045976502,merchant_chargeback_rate,merchant_failure_rate,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate."
MCH5662,42.45286532833077,MEDIUM,2,2827.8900000000003,1,0.5,3.12075787954977,merchant_disputed_amount_ratio,merchant_chargeback_rate,,"Elevated risk driven primarily by merchant disputed amount ratio, combined with merchant chargeback rate."
MCH5663,0.0,LOW,1,23688.6,0,0.0,0.0,,,,No risk signals identified.
MCH5664,0.0,LOW,1,12433.87,0,0.0,0.0,,,,No risk signals identified.
MCH5665,3.3333333333333335,LOW,5,49505.7,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5666,0.0,LOW,2,5815.389999999999,0,0.0,0.0,,,,No risk signals identified.
MCH5667,7.777777777777778,LOW,2,13200.95,1,0.5,-0.4748923372939068,merchant_chargeback_rate,,,Elevated risk driven primarily by merchant chargeback rate.
MCH5668,0.0,LOW,1,18019.7,0,0.0,0.0,,,,No risk signals identified.
MCH5669,0.0,LOW,2,29881.99,0,0.0,0.0,,,,No risk signals identified.
MCH5670,7.777777777777778,LOW,5,57577.76,1,0.2,-0.0995504166886659,merchant_chargeback_rate,,,Elevated risk driven primarily by merchant chargeback rate.
MCH5671,0.0,LOW,1,14297.02,0,0.0,0.0,,,,No risk signals identified.
MCH5673,0.0,LOW,4,47054.08,0,0.0,0.0,,,,No risk signals identified.
MCH5674,0.0,LOW,2,20092.02,0,0.0,0.0,,,,No risk signals identified.
MCH5675,18.574203801269686,LOW,2,4790.68,1,0.5,0.9716783421142718,merchant_disputed_amount_ratio,merchant_chargeback_rate,,"Elevated risk driven primarily by merchant disputed amount ratio, combined with merchant chargeback rate."
MCH5676,0.0,LOW,3,44478.57,0,0.0,0.0,,,,No risk signals identified.
MCH5677,0.0,LOW,3,22295.7,0,0.0,0.0,,,,No risk signals identified.
MCH5678,0.0,LOW,1,10384.49,0,0.0,0.0,,,,No risk signals identified.
MCH5679,0.0,LOW,1,5974.84,0,0.0,0.0,,,,No risk signals identified.
MCH5680,3.3333333333333335,LOW,3,30272.35,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5681,0.0,LOW,3,60769.13,0,0.0,0.0,,,,No risk signals identified.
MCH5682,0.0,LOW,1,23975.59,0,0.0,0.0,,,,No risk signals identified.
MCH5683,0.0,LOW,1,19229.0,0,0.0,0.0,,,,No risk signals identified.
MCH5684,0.0,LOW,1,4006.23,0,0.0,0.0,,,,No risk signals identified.
MCH5685,3.3333333333333335,LOW,2,24121.24,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5686,0.0,LOW,1,3257.57,0,0.0,0.0,,,,No risk signals identified.
MCH5687,3.3333333333333335,LOW,1,17624.73,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5688,6.666666666666667,LOW,4,68131.53,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5689,3.3333333333333335,LOW,3,42840.4,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5690,0.0,LOW,3,14082.97,0,0.0,0.0,,,,No risk signals identified.
MCH5691,0.0,LOW,1,10814.33,0,0.0,0.0,,,,No risk signals identified.
MCH5692,0.0,LOW,2,42821.0,0,0.0,0.0,,,,No risk signals identified.
MCH5693,0.0,LOW,1,22364.53,0,0.0,0.0,,,,No risk signals identified.
MCH5694,8.012474587817053,LOW,2,22965.800000000003,1,0.5,0.0211227129035348,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5695,0.0,LOW,2,-4828.82,0,0.0,0.0,,,,No risk signals identified.
MCH5696,3.3333333333333335,LOW,3,19574.84,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5698,13.378639850248545,LOW,2,21587.769999999997,1,0.5,0.2040775865223689,merchant_chargeback_rate,merchant_failure_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate and merchant disputed amount ratio."
MCH5699,0.0,LOW,3,39150.21,0,0.0,0.0,,,,No risk signals identified.
MCH5701,11.487643959486697,LOW,4,67510.12,1,0.25,0.0169439781769014,merchant_chargeback_rate,merchant_failure_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate and merchant disputed amount ratio."
MCH5702,8.626540184773072,LOW,3,45146.91,1,0.3333333333333333,0.0509257444197177,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5703,0.0,LOW,1,17664.83,0,0.0,0.0,,,,No risk signals identified.
MCH5704,7.930983781576003,LOW,2,37693.62,1,0.5,0.0137885403418403,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5705,12.160228477211165,LOW,1,1698.2,1,1.0,0.7888411258980096,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5706,26.820079767596926,LOW,6,67570.09,1,0.1666666666666666,0.0321895383001561,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant failure rate."
MCH5707,0.0,LOW,2,29843.28,0,0.0,0.0,,,,No risk signals identified.
MCH5708,0.0,LOW,1,7491.9,0,0.0,0.0,,,,No risk signals identified.
MCH5709,3.3333333333333335,LOW,2,19083.41,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5710,8.321610644568993,LOW,7,89382.36,1,0.1428571428571428,0.0138636974901982,merchant_chargeback_rate,merchant_failure_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate and merchant disputed amount ratio."
MCH5711,6.666666666666667,LOW,3,25058.14,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5712,12.368576328616053,LOW,1,13221.13,1,1.0,0.2263437391508895,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant disputed amount ratio."
MCH5714,0.0,LOW,1,24762.72,0,0.0,0.0,,,,No risk signals identified.
MCH5715,0.0,LOW,2,32981.94,0,0.0,0.0,,,,No risk signals identified.
MCH5716,0.0,LOW,3,46818.11,0,0.0,0.0,,,,No risk signals identified.
MCH5717,3.3333333333333335,LOW,3,25364.5,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5718,8.765767989541336,LOW,4,45576.25,1,0.25,0.0444595595293601,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5719,9.92260039274599,LOW,2,39724.29,1,0.5,0.193034035347139,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5720,0.0,LOW,3,20195.17,0,0.0,0.0,,,,No risk signals identified.
MCH5721,12.034422552863424,LOW,3,9702.36,1,0.3333333333333333,0.2553986865051389,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5723,0.0,LOW,2,20504.22,0,0.0,0.0,,,,No risk signals identified.
MCH5724,0.0,LOW,1,6345.0,0,0.0,0.0,,,,No risk signals identified.
MCH5725,8.710463649004117,LOW,3,23225.04,1,0.3333333333333333,0.0559611522735805,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5726,0.0,LOW,2,12322.759999999998,0,0.0,0.0,,,,No risk signals identified.
MCH5727,0.0,LOW,1,8080.68,0,0.0,0.0,,,,No risk signals identified.
MCH5728,3.3333333333333335,LOW,2,21785.13,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5731,3.3333333333333335,LOW,2,12265.82,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5732,0.0,LOW,3,58008.57,0,0.0,0.0,,,,No risk signals identified.
MCH5733,8.966268798604226,LOW,3,33834.22,1,0.3333333333333333,0.0713094612495869,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5734,0.0,LOW,1,24270.25,0,0.0,0.0,,,,No risk signals identified.
MCH5735,6.666666666666667,LOW,4,40926.66,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5736,0.0,LOW,1,11039.59,0,0.0,0.0,,,,No risk signals identified.
MCH5737,0.0,LOW,3,38585.01,0,0.0,0.0,,,,No risk signals identified.
MCH5738,0.0,LOW,1,12230.54,0,0.0,0.0,,,,No risk signals identified.
MCH5739,0.0,LOW,3,30157.54,0,0.0,0.0,,,,No risk signals identified.
MCH5740,0.0,LOW,3,45559.93,0,0.0,0.0,,,,No risk signals identified.
MCH5741,0.0,LOW,1,19736.6,0,0.0,0.0,,,,No risk signals identified.
MCH5742,0.0,LOW,5,80030.21,0,0.0,0.0,,,,No risk signals identified.
MCH5743,12.181621767172292,LOW,5,68630.32,1,0.2,0.1585383836182025,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5744,8.21233028299799,LOW,1,7505.55,1,1.0,0.078219450939638,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5745,0.0,LOW,2,14230.57,0,0.0,0.0,,,,No risk signals identified.
MCH5746,8.008443269058713,LOW,3,46316.71,1,0.3333333333333333,0.0138399294768561,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5747,3.3333333333333335,LOW,2,32993.95,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5748,17.139152615561535,LOW,5,48503.5,2,0.4,0.0570094941602152,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5750,18.398813867297683,LOW,2,11945.45,2,1.0,0.2558932480567915,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5751,23.583457263993708,LOW,2,33795.78,2,1.0,0.1225111537594338,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant disputed amount ratio."
MCH5752,0.0,LOW,3,23901.88,0,0.0,0.0,,,,No risk signals identified.
MCH5753,32.929882935304136,MEDIUM,4,21674.15,1,0.25,0.3818447320886862,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,merchant_chargeback_rate,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant disputed amount ratio and merchant chargeback rate."
MCH5754,3.3333333333333335,LOW,3,28350.8,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5755,0.0,LOW,3,58805.240000000005,0,0.0,0.0,,,,No risk signals identified.
MCH5757,8.297623375234034,LOW,5,84543.8,1,0.2,0.0187144415084252,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5758,0.0,LOW,3,17413.370000000003,0,0.0,0.0,,,,No risk signals identified.
MCH5759,0.0,LOW,4,54895.75,0,0.0,0.0,,,,No risk signals identified.
MCH5760,0.0,LOW,2,27193.5,0,0.0,0.0,,,,No risk signals identified.
MCH5761,34.67640097454487,MEDIUM,6,58942.31,2,0.3333333333333333,0.0816837684169487,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant failure rate."
MCH5762,8.626432315925898,LOW,1,20449.69,1,1.0,0.1527578168666615,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5763,0.0,LOW,2,12942.86,0,0.0,0.0,,,,No risk signals identified.
MCH5764,11.424999260966308,LOW,1,13117.73,1,1.0,0.0564998669739352,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant disputed amount ratio."
MCH5765,11.11111111111111,LOW,1,18653.66,1,1.0,0.0,merchant_chargeback_rate,merchant_delayed_dispute_rate,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate."
MCH5766,0.0,LOW,3,47291.619999999995,0,0.0,0.0,,,,No risk signals identified.
MCH5767,11.11111111111111,LOW,1,6075.45,1,1.0,0.0,merchant_chargeback_rate,merchant_delayed_dispute_rate,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate."
MCH5768,36.204774970100495,MEDIUM,4,2084.7599999999984,1,0.25,0.6792148736545219,merchant_disputed_amount_ratio,merchant_delayed_dispute_rate,merchant_chargeback_rate,"Elevated risk driven primarily by merchant disputed amount ratio, combined with merchant delayed dispute rate and merchant chargeback rate."
MCH5769,27.77777777777778,LOW,5,31419.25,1,0.2,0.0,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant failure rate."
MCH5771,0.0,LOW,3,32864.450000000004,0,0.0,0.0,,,,No risk signals identified.
MCH5772,0.0,LOW,2,36416.24,0,0.0,0.0,,,,No risk signals identified.
MCH5773,0.0,LOW,1,13436.52,0,0.0,0.0,,,,No risk signals identified.
MCH5774,0.0,LOW,1,13800.19,0,0.0,0.0,,,,No risk signals identified.
MCH5775,10.218553192203673,LOW,3,49246.44,1,0.3333333333333333,0.1464465248655537,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5777,0.0,LOW,2,20749.28,0,0.0,0.0,,,,No risk signals identified.
MCH5778,8.428794473613237,LOW,4,46112.83,1,0.25,0.0292957513125956,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5779,0.0,LOW,1,23528.61,0,0.0,0.0,,,,No risk signals identified.
MCH5780,0.0,LOW,2,22806.43,0,0.0,0.0,,,,No risk signals identified.
MCH5781,0.0,LOW,2,24409.88,0,0.0,0.0,,,,No risk signals identified.
MCH5782,0.0,LOW,2,24981.82,0,0.0,0.0,,,,No risk signals identified.
MCH5783,0.0,LOW,2,2694.0,0,0.0,0.0,,,,No risk signals identified.
MCH5784,0.0,LOW,1,18224.25,0,0.0,0.0,,,,No risk signals identified.
MCH5785,21.702267469655403,LOW,4,72599.33,1,0.25,0.0266020361344932,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant disputed amount ratio."
MCH5786,3.3333333333333335,LOW,1,15222.87,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5787,0.0,LOW,3,21676.21,0,0.0,0.0,,,,No risk signals identified.
MCH5788,0.0,LOW,1,3464.76,0,0.0,0.0,,,,No risk signals identified.
MCH5789,8.830333602011594,LOW,4,48000.41,1,0.25,0.0473650120905217,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH5790,0.0,LOW,2,19036.72,0,0.0,0.0,,,,No risk signals identified.
MCH5791,3.3333333333333335,LOW,2,20515.08,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH5792,0.0,LOW,1,23477.64,0,0.0,0.0,,,,No risk signals identified.
MCH5794,0.0,LOW,2,20849.22,0,0.0,0.0,,,,No risk signals identified.
