txn_id_normalized,chargeback_count,total_disputed_amount,max_severity,first_chargeback_timestamp,latest_chargeback_timestamp
TXN00005542,1,236.16,M,2026-02-01 10:25:53,2026-02-01 10:25:53
TXN00005543,1,1362.67,P3,2026-03-05 15:23:41,2026-03-05 15:23:41
TXN00005546,1,1518.0,P4,2026-02-25 16:34:00,2026-02-25 16:34:00
TXN00005559,1,597.81,MEDIUM,2026-01-07 00:00:00,2026-01-07 00:00:00
TXN00005564,1,1858.07,MEDIUM,2026-03-16 02:35:00,2026-03-16 02:35:00
TXN00005572,1,-1181.23,LOW,,
TXN00005575,1,1946.37,MEDIUM,2026-01-05 00:00:00,2026-01-05 00:00:00
TXN00005580,1,3654.65,P2,2026-01-25 00:00:00,2026-01-25 00:00:00
TXN00005582,1,16352.81,P2,,
TXN00005603,1,2652.0,MEDIUM,,
TXN00005621,1,8601.0,P4,2026-03-19 21:25:48,2026-03-19 21:25:48
TXN00005636,1,1118.0,P3,2026-02-03 00:00:00,2026-02-03 00:00:00
TXN00005655,1,5976.8,HIGH,2026-03-03 00:00:00,2026-03-03 00:00:00
TXN00005659,1,-2505.44,M,2026-03-13 00:00:00,2026-03-13 00:00:00
TXN00005666,1,1764.4,LOW,2026-02-19 07:15:00,2026-02-19 07:15:00
TXN00005674,1,560.0,HIGH,2026-03-15 15:17:35,2026-03-15 15:17:35
TXN00005682,1,2014.01,P2,2026-03-10 06:20:48,2026-03-10 06:20:48
TXN00005691,1,0.0,HIGH,2026-02-14 22:00:46,2026-02-14 22:00:46
TXN00005717,1,2449.38,P4,2026-01-22 00:00:00,2026-01-22 00:00:00
TXN00005723,1,4655.0,LOW,2026-02-08 00:00:00,2026-02-08 00:00:00
TXN00005750,1,1459.51,P3,2026-03-22 00:00:00,2026-03-22 00:00:00
TXN00005752,1,1800.88,LOW,2026-01-11 00:00:00,2026-01-11 00:00:00
TXN00005755,1,740.85,P3,2026-04-28 00:00:00,2026-04-28 00:00:00
TXN00005760,1,0.0,MEDIUM,2026-03-29 00:00:00,2026-03-29 00:00:00
TXN00005761,1,3582.63,LOW,2026-03-18 06:34:15,2026-03-18 06:34:15
TXN00005764,1,513.84,MEDIUM,,
TXN00005767,1,3275.35,L,2026-02-24 00:00:00,2026-02-24 00:00:00
TXN00005777,1,891.95,P2,2026-03-21 00:00:00,2026-03-21 00:00:00
TXN00005785,1,222.95,M,2026-06-03 00:28:00,2026-06-03 00:28:00
TXN00005788,1,372.51,LOW,2026-03-29 00:09:09,2026-03-29 00:09:09
TXN00005799,1,674.67,CRIT,2026-01-12 00:00:00,2026-01-12 00:00:00
TXN00005802,1,964.98,M,,
TXN00005810,1,-2850.55,MEDIUM,2026-03-15 00:00:00,2026-03-15 00:00:00
TXN00005811,1,636.43,MEDIUM,2026-02-18 20:01:40,2026-02-18 20:01:40
TXN00005813,1,1708.0,HIGH,2026-03-15 02:54:53,2026-03-15 02:54:53
TXN00005826,1,1770.58,P1,2026-04-02 14:03:00,2026-04-02 14:03:00
TXN00005837,1,438.11,L,2026-02-24 00:00:00,2026-02-24 00:00:00
TXN00005845,1,0.0,CRIT,2026-01-21 00:00:00,2026-01-21 00:00:00
TXN00005849,1,-2213.96,P3,2026-04-02 04:29:55,2026-04-02 04:29:55
TXN00005857,1,-244.97,L,2026-03-20 00:00:00,2026-03-20 00:00:00
TXN00005861,1,10091.73,P4,2026-03-23 00:00:00,2026-03-23 00:00:00
TXN00005872,1,2023.21,LOW,2026-04-16 00:00:00,2026-04-16 00:00:00
TXN00005874,1,0.0,MEDIUM,2026-03-06 03:25:03,2026-03-06 03:25:03
TXN00005881,1,2284.0,M,2026-02-07 00:00:00,2026-02-07 00:00:00
TXN00005904,1,-953.16,HIGH,2026-03-31 00:00:00,2026-03-31 00:00:00
TXN00005908,1,1603.01,L,2026-01-21 00:00:00,2026-01-21 00:00:00
TXN00005915,1,215.32,MEDIUM,2026-02-24 00:00:00,2026-02-24 00:00:00
TXN00005923,1,1759.97,M,2026-06-02 03:51:00,2026-06-02 03:51:00
TXN00005940,1,1360.01,MEDIUM,2026-03-15 12:34:00,2026-03-15 12:34:00
TXN00005941,1,8630.24,H,2026-03-22 14:23:38,2026-03-22 14:23:38
TXN00005945,1,848.15,HIGH,2026-04-02 00:00:00,2026-04-02 00:00:00
TXN00005953,1,1742.0,LOW,2026-03-29 00:00:00,2026-03-29 00:00:00
TXN00005962,1,354.48,MEDIUM,2026-03-22 00:00:00,2026-03-22 00:00:00
TXN00005966,1,8500.66,MEDIUM,2026-02-27 10:29:49,2026-02-27 10:29:49
TXN00005968,1,2917.69,CRITICAL,2026-03-21 00:00:00,2026-03-21 00:00:00
TXN00005973,1,10229.48,MEDIUM,2026-02-07 00:00:00,2026-02-07 00:00:00
TXN00005986,1,6879.04,HIGH,2026-01-23 00:00:00,2026-01-23 00:00:00
TXN00005988,1,1345.11,H,2026-01-26 15:58:00,2026-01-26 15:58:00
TXN00005999,1,-3530.1,LOW,2026-01-13 00:00:00,2026-01-13 00:00:00
TXN00006037,1,739.74,P4,2026-02-14 00:00:00,2026-02-14 00:00:00
TXN00006052,1,1664.31,CRITICAL,2026-01-15 00:00:00,2026-01-15 00:00:00
TXN00006057,1,378.18,P2,2026-01-26 00:00:00,2026-01-26 00:00:00
TXN00006059,1,-11598.12,P3,2026-02-23 00:00:00,2026-02-23 00:00:00
TXN00006063,1,2157.0,HIGH,2026-02-15 11:35:00,2026-02-15 11:35:00
TXN00006073,1,7404.88,LOW,2026-02-22 00:00:00,2026-02-22 00:00:00
TXN00006075,1,1413.0,P1,2026-12-02 09:40:00,2026-12-02 09:40:00
TXN00006114,1,4938.0,HIGH,2026-01-27 00:00:00,2026-01-27 00:00:00
TXN00006117,1,3964.0,HIGH,2026-03-28 00:00:00,2026-03-28 00:00:00
TXN00006125,1,2573.59,HIGH,2026-03-12 00:00:00,2026-03-12 00:00:00
TXN00006136,1,3785.87,L,2026-02-14 00:00:00,2026-02-14 00:00:00
TXN00006138,1,486.96,LOW,2026-02-28 00:00:00,2026-02-28 00:00:00
TXN00006160,1,384.6,P3,2026-03-14 00:00:00,2026-03-14 00:00:00
TXN00006175,1,709.86,L,2026-02-28 09:53:08,2026-02-28 09:53:08
TXN00006191,1,426.17,P4,2026-02-26 19:14:05,2026-02-26 19:14:05
TXN00006193,1,26207.56,LOW,2026-03-13 00:00:00,2026-03-13 00:00:00
TXN00006200,1,5233.09,P2,2026-01-28 00:00:00,2026-01-28 00:00:00
TXN00006207,1,-5731.89,P4,2026-02-28 00:00:00,2026-02-28 00:00:00
TXN00006214,1,4111.68,MEDIUM,2026-03-30 23:46:00,2026-03-30 23:46:00
TXN00006246,1,1584.81,M,2026-02-09 00:00:00,2026-02-09 00:00:00
TXN00006250,1,836.39,P4,2026-01-29 00:00:00,2026-01-29 00:00:00
TXN00006252,1,408.0,HIGH,2026-01-22 00:00:00,2026-01-22 00:00:00
TXN00006253,1,4952.0,MEDIUM,2026-10-01 00:00:00,2026-10-01 00:00:00
TXN00006257,1,350.52,MEDIUM,2026-01-05 00:00:00,2026-01-05 00:00:00
TXN00006263,1,843.91,P4,2026-04-08 00:00:00,2026-04-08 00:00:00
TXN00006276,1,1890.0,CRITICAL,2026-01-22 00:00:00,2026-01-22 00:00:00
TXN00006280,1,1032.66,MEDIUM,2026-02-22 14:17:00,2026-02-22 14:17:00
TXN00006290,1,0.0,LOW,2026-02-02 00:00:00,2026-02-02 00:00:00
TXN00006293,2,4601.49,"LOW,P3",2026-01-19 00:00:00,2026-03-07 00:00:00
TXN00006304,1,4194.32,CRITICAL,2026-02-23 00:00:00,2026-02-23 00:00:00
TXN00006334,1,-1206.9,P3,2026-02-09 00:00:00,2026-02-09 00:00:00
TXN00006336,1,846.13,MEDIUM,2026-02-18 05:26:57,2026-02-18 05:26:57
TXN00006338,1,1656.18,L,2026-02-24 19:50:25,2026-02-24 19:50:25
TXN00006342,1,1546.48,P3,2026-03-19 00:00:00,2026-03-19 00:00:00
TXN00006348,1,506.14,P3,2026-01-21 00:00:00,2026-01-21 00:00:00
TXN00006355,1,1211.72,P3,2026-01-14 00:00:00,2026-01-14 00:00:00
TXN00006356,1,-344.33,P4,2026-05-07 00:00:00,2026-05-07 00:00:00
TXN00006360,1,1731.1,LOW,2026-02-27 00:00:00,2026-02-27 00:00:00
TXN00006364,1,2678.39,LOW,2026-02-18 21:05:00,2026-02-18 21:05:00
TXN00006372,1,5763.76,MEDIUM,2026-02-21 00:00:00,2026-02-21 00:00:00
TXN00006374,1,328.81,M,2026-01-29 00:00:00,2026-01-29 00:00:00
TXN00006391,1,9215.86,P3,2026-12-01 00:11:00,2026-12-01 00:11:00
TXN00006400,1,3582.55,HIGH,2026-01-02 00:00:00,2026-01-02 00:00:00
TXN00006416,1,4872.0,MEDIUM,2026-03-01 00:00:00,2026-03-01 00:00:00
TXN00006427,1,3608.0,P3,,
TXN00006433,1,468.43,HIGH,2026-03-24 00:00:00,2026-03-24 00:00:00
TXN00006440,1,6058.0,LOW,2026-03-16 23:47:02,2026-03-16 23:47:02
TXN00006449,1,250.0,HIGH,2026-01-26 01:59:16,2026-01-26 01:59:16
TXN00006459,1,2479.76,HIGH,2026-02-01 00:00:00,2026-02-01 00:00:00
TXN00006460,1,3745.94,P3,2026-02-09 00:00:00,2026-02-09 00:00:00
TXN00006467,1,7505.86,H,2026-02-20 10:08:55,2026-02-20 10:08:55
TXN00006468,1,7884.04,LOW,2026-01-11 20:52:43,2026-01-11 20:52:43
TXN00006499,1,640.77,P3,2026-01-03 20:13:00,2026-01-03 20:13:00
TXN00006502,1,-1120.78,CRITICAL,2026-01-16 00:00:00,2026-01-16 00:00:00
TXN00006505,1,2740.0,P3,2026-01-25 00:00:00,2026-01-25 00:00:00
TXN00006526,1,-767.36,P3,2026-01-14 18:16:32,2026-01-14 18:16:32
TXN00006529,1,5747.29,P4,2026-02-01 00:00:00,2026-02-01 00:00:00
TXN00006537,1,418.0,MEDIUM,2026-03-12 23:58:49,2026-03-12 23:58:49
TXN00006549,1,905.53,L,2026-02-10 00:00:00,2026-02-10 00:00:00
TXN00006554,1,4172.97,P3,2026-02-11 00:00:00,2026-02-11 00:00:00
TXN00006558,1,-673.61,MEDIUM,2026-04-26 00:00:00,2026-04-26 00:00:00
TXN00006569,1,3352.04,HIGH,2026-09-03 00:00:00,2026-09-03 00:00:00
TXN00006584,1,1087.37,M,2026-03-04 00:00:00,2026-03-04 00:00:00
TXN00006588,1,-1971.85,CRITICAL,,
TXN00006595,1,2625.77,LOW,2026-01-24 00:00:00,2026-01-24 00:00:00
TXN00006600,1,0.0,P3,2026-01-31 21:13:00,2026-01-31 21:13:00
TXN00006623,1,1154.99,L,2026-02-12 09:53:35,2026-02-12 09:53:35
TXN00006632,1,4124.85,L,2026-04-03 00:00:00,2026-04-03 00:00:00
TXN00006637,1,4001.0,LOW,2026-03-27 00:00:00,2026-03-27 00:00:00
TXN00006638,1,2742.66,CRIT,2026-01-19 00:00:00,2026-01-19 00:00:00
TXN00006640,1,0.0,LOW,2026-02-27 03:06:00,2026-02-27 03:06:00
TXN00006654,1,2733.0,L,2026-08-01 17:27:00,2026-08-01 17:27:00
TXN00006667,1,4240.52,L,2026-03-19 00:00:00,2026-03-19 00:00:00
TXN00006668,1,1736.0,H,2026-01-30 00:00:00,2026-01-30 00:00:00
TXN00006669,1,-2766.56,P4,2026-02-18 15:36:00,2026-02-18 15:36:00
TXN00006681,1,946.45,P3,2026-01-28 00:00:00,2026-01-28 00:00:00
TXN00006688,1,592.68,HIGH,2026-02-25 00:00:00,2026-02-25 00:00:00
TXN00006695,1,1671.67,MEDIUM,2026-02-22 00:00:00,2026-02-22 00:00:00
TXN00006710,2,15005.39,"HIGH,P2",2026-03-30 00:00:00,2026-03-30 00:00:00
TXN00006728,1,1002.59,CRIT,2026-02-17 00:00:00,2026-02-17 00:00:00
TXN00006743,1,0.0,P3,2026-01-21 00:00:00,2026-01-21 00:00:00
TXN00006753,1,-6262.28,LOW,2026-01-15 19:42:11,2026-01-15 19:42:11
TXN00006755,2,1246.53,"LOW,MEDIUM",2026-01-07 00:00:00,2026-03-17 00:00:00
TXN00006756,1,988.98,P3,2026-04-28 00:00:00,2026-04-28 00:00:00
TXN00006761,1,1870.83,MEDIUM,2026-01-16 00:00:00,2026-01-16 00:00:00
TXN00006778,1,1282.1,MEDIUM,2026-02-04 00:00:00,2026-02-04 00:00:00
TXN00006792,1,1704.54,LOW,2026-02-27 00:00:00,2026-02-27 00:00:00
TXN00006799,1,7272.77,P3,2026-01-19 00:00:00,2026-01-19 00:00:00
TXN00006801,1,-1623.25,HIGH,2026-01-19 00:00:00,2026-01-19 00:00:00
TXN00006805,1,1087.14,M,2026-02-22 00:00:00,2026-02-22 00:00:00
TXN00006808,1,8430.86,H,2026-02-26 00:00:00,2026-02-26 00:00:00
TXN00006817,1,774.67,M,2026-03-25 00:00:00,2026-03-25 00:00:00
TXN00006837,1,374.0,P3,2026-01-09 10:28:51,2026-01-09 10:28:51
TXN00006872,1,0.0,L,2026-01-21 00:00:00,2026-01-21 00:00:00
TXN00006873,1,0.0,CRIT,2026-02-14 11:52:00,2026-02-14 11:52:00
TXN00006894,1,2016.51,HIGH,2026-02-26 00:00:00,2026-02-26 00:00:00
TXN00006897,1,3386.1,L,2026-01-03 00:00:00,2026-01-03 00:00:00
TXN00006902,1,2179.89,CRITICAL,2026-04-09 00:00:00,2026-04-09 00:00:00
TXN00006912,2,1229.37,"LOW,MEDIUM",,
TXN00006919,2,5359.6900000000005,"L,MEDIUM",2026-01-19 00:00:00,2026-02-28 10:57:53
TXN00006922,2,117.75999999999999,"MEDIUM,P4",2026-02-13 00:00:00,2026-02-15 00:00:00
TXN00006951,1,3359.61,P3,2026-05-02 07:12:00,2026-05-02 07:12:00
TXN00006954,1,186.51,MEDIUM,2026-03-25 00:00:00,2026-03-25 00:00:00
TXN00006955,1,1336.86,LOW,2026-02-16 16:57:27,2026-02-16 16:57:27
TXN00006958,1,-1162.72,HIGH,2026-02-13 00:00:00,2026-02-13 00:00:00
TXN00006961,1,2280.65,P3,2026-03-02 00:00:00,2026-03-02 00:00:00
TXN00006966,1,645.29,MEDIUM,2026-02-12 20:09:09,2026-02-12 20:09:09
TXN00006976,1,1752.57,LOW,2026-01-16 02:55:00,2026-01-16 02:55:00
TXN00006989,1,1796.19,M,2026-02-04 00:00:00,2026-02-04 00:00:00
TXN00006990,1,1208.16,P3,2026-03-09 11:42:44,2026-03-09 11:42:44
TXN00006995,1,793.0,LOW,2026-03-12 13:45:23,2026-03-12 13:45:23
TXN00007012,1,1064.0,HIGH,,
TXN00007014,1,1748.13,LOW,2026-01-14 11:53:14,2026-01-14 11:53:14
TXN00007016,1,1144.6,HIGH,2026-02-15 00:00:00,2026-02-15 00:00:00
TXN00007023,2,11018.82,"MEDIUM,P3",2026-03-16 00:00:00,2026-03-31 14:00:23
TXN00007026,1,0.0,P3,2026-02-24 05:34:00,2026-02-24 05:34:00
TXN00007052,1,0.0,L,2026-03-09 00:00:00,2026-03-09 00:00:00
TXN00007053,1,3545.44,H,2026-05-10 00:00:00,2026-05-10 00:00:00
TXN00007063,1,370.32,LOW,2026-03-02 00:00:00,2026-03-02 00:00:00
TXN00007069,1,5834.0,P3,2026-02-14 07:25:50,2026-02-14 07:25:50
TXN00007076,1,533.33,M,2026-02-28 00:00:00,2026-02-28 00:00:00
TXN00007084,1,2000.05,LOW,2026-10-02 00:00:00,2026-10-02 00:00:00
TXN00007095,1,1816.0,M,2026-02-07 00:00:00,2026-02-07 00:00:00
TXN00007102,1,11415.12,P3,2026-03-28 00:00:00,2026-03-28 00:00:00
TXN00007105,1,0.0,MEDIUM,2026-03-27 21:16:00,2026-03-27 21:16:00
TXN00007125,1,1467.82,P1,2026-03-16 00:00:00,2026-03-16 00:00:00
TXN00007136,1,6758.4,LOW,2026-03-05 00:00:00,2026-03-05 00:00:00
TXN00007143,1,-2415.01,MEDIUM,2026-01-29 00:00:00,2026-01-29 00:00:00
TXN00007145,1,5884.78,P4,2026-02-10 00:00:00,2026-02-10 00:00:00
TXN00007154,2,5863.87,"L,P4",2026-01-29 13:08:00,2026-02-05 00:00:00
TXN00007158,1,-1520.53,HIGH,2026-02-25 18:38:29,2026-02-25 18:38:29
TXN00007159,1,1034.0,P4,2026-03-03 14:25:14,2026-03-03 14:25:14
TXN00007165,1,676.0,L,2026-03-06 00:00:00,2026-03-06 00:00:00
TXN00007170,1,468.0,P3,2026-03-31 00:00:00,2026-03-31 00:00:00
TXN00007177,2,3812.24,"LOW,MEDIUM",2026-01-22 00:00:00,2026-02-06 00:00:00
TXN00007180,1,671.37,P2,2026-02-01 00:00:00,2026-02-01 00:00:00
TXN00007182,1,7942.83,LOW,2026-03-13 01:58:00,2026-03-13 01:58:00
TXN00007185,1,0.0,MEDIUM,2026-03-15 00:00:00,2026-03-15 00:00:00
TXN00007186,1,7193.48,M,2026-02-21 00:00:00,2026-02-21 00:00:00
TXN00007187,1,361.6,P3,,
TXN00007192,1,1195.71,P3,2026-01-16 00:00:00,2026-01-16 00:00:00
TXN00007204,1,-4713.91,HIGH,2026-03-17 00:00:00,2026-03-17 00:00:00
TXN00007219,1,5143.78,LOW,2026-02-24 01:52:32,2026-02-24 01:52:32
TXN00007220,1,4676.01,MEDIUM,2026-08-01 00:00:00,2026-08-01 00:00:00
TXN00007227,2,5015.36,"MEDIUM,P3",2026-03-02 00:00:00,2026-06-03 08:40:00
TXN00007230,1,4334.18,CRITICAL,2026-03-22 00:00:00,2026-03-22 00:00:00
TXN00007235,1,1820.07,L,2026-02-05 22:26:56,2026-02-05 22:26:56
TXN00007244,1,3040.89,H,2026-03-27 22:50:39,2026-03-27 22:50:39
TXN00007253,1,8599.51,HIGH,2026-03-03 00:00:00,2026-03-03 00:00:00
TXN00007267,1,890.07,LOW,2026-01-20 19:57:21,2026-01-20 19:57:21
TXN00007272,1,928.0,HIGH,2026-03-14 00:00:00,2026-03-14 00:00:00
TXN00007273,1,673.49,MEDIUM,2026-03-04 00:00:00,2026-03-04 00:00:00
TXN00007282,1,9729.28,MEDIUM,2026-01-24 00:00:00,2026-01-24 00:00:00
TXN00007285,1,4196.87,H,2026-01-02 08:40:00,2026-01-02 08:40:00
TXN00007288,1,320.6,LOW,2026-02-06 00:00:00,2026-02-06 00:00:00
TXN00007296,1,1425.61,M,,
TXN00007306,1,1333.0,LOW,2026-01-16 00:00:00,2026-01-16 00:00:00
TXN00007307,1,2349.32,P3,2026-01-30 00:00:00,2026-01-30 00:00:00
TXN00007313,1,802.19,H,2026-12-01 10:24:00,2026-12-01 10:24:00
TXN00007324,1,175.45,H,2026-02-06 00:00:00,2026-02-06 00:00:00
TXN00007326,1,185.0,M,,
TXN00007330,1,2018.57,MEDIUM,2026-02-14 00:00:00,2026-02-14 00:00:00
TXN00007334,1,903.47,L,2026-03-08 00:00:00,2026-03-08 00:00:00
TXN00007342,1,9521.14,P3,2026-02-01 14:08:00,2026-02-01 14:08:00
TXN00007356,1,4608.17,L,2026-03-12 00:00:00,2026-03-12 00:00:00
TXN00007357,1,161.0,MEDIUM,2026-02-09 00:00:00,2026-02-09 00:00:00
TXN00007362,1,3269.55,LOW,2026-03-04 14:15:00,2026-03-04 14:15:00
TXN00007375,1,4608.0,HIGH,2026-03-23 00:00:00,2026-03-23 00:00:00
TXN00007401,1,-2284.5,HIGH,,
TXN00007437,2,420.8499999999999,"M,MEDIUM",2026-02-20 07:41:16,2026-03-27 17:04:00
TXN00007439,1,3333.48,L,2026-12-03 00:00:00,2026-12-03 00:00:00
TXN00007445,1,3055.0,MEDIUM,2026-01-27 00:00:00,2026-01-27 00:00:00
TXN00007450,1,-1985.25,HIGH,2026-04-23 00:00:00,2026-04-23 00:00:00
TXN00007455,1,1002.8,HIGH,2026-01-05 00:00:00,2026-01-05 00:00:00
TXN00007456,1,2655.0,P1,2026-03-17 00:00:00,2026-03-17 00:00:00
TXN00007457,1,838.9,M,2026-09-02 13:18:00,2026-09-02 13:18:00
TXN00007463,1,540.0,P3,2026-02-09 00:00:00,2026-02-09 00:00:00
TXN00007464,1,2001.83,P3,2026-02-02 03:05:42,2026-02-02 03:05:42
TXN00007488,1,384.26,HIGH,2026-02-13 00:00:00,2026-02-13 00:00:00
TXN00007492,2,4032.1400000000003,"L,P4",2026-02-20 00:00:00,2026-12-03 00:00:00
TXN00007495,1,1520.0,P4,2026-02-13 00:00:00,2026-02-13 00:00:00
TXN00007497,1,-5331.95,HIGH,2026-10-02 15:05:00,2026-10-02 15:05:00
TXN00007501,1,0.0,L,,
TXN00007505,1,13713.48,L,2026-02-02 09:45:27,2026-02-02 09:45:27
TXN00007508,1,696.41,LOW,2026-01-22 20:15:00,2026-01-22 20:15:00
TXN00007519,1,2490.54,L,2026-03-06 00:00:00,2026-03-06 00:00:00
TXN00007523,1,2702.06,P3,2026-02-20 00:00:00,2026-02-20 00:00:00
TXN00007551,1,1887.02,P3,2026-01-14 00:00:00,2026-01-14 00:00:00
TXN00007552,1,12509.66,LOW,2026-01-09 00:00:00,2026-01-09 00:00:00
TXN00007573,1,10313.56,LOW,2026-01-03 16:14:00,2026-01-03 16:14:00
TXN00007590,1,1023.96,L,,
TXN00007595,1,1638.0,M,2026-04-03 06:18:10,2026-04-03 06:18:10
TXN00007604,1,440.35,MEDIUM,2026-02-20 00:00:00,2026-02-20 00:00:00
TXN00007622,2,969.6800000000001,"LOW,P3",2026-02-04 00:00:00,2026-03-24 00:00:00
TXN00007628,1,3211.77,P4,2026-02-09 00:00:00,2026-02-09 00:00:00
TXN00007630,1,963.14,P4,2026-01-12 06:35:00,2026-01-12 06:35:00
TXN00007635,1,1325.25,H,2026-02-14 00:00:00,2026-02-14 00:00:00
TXN00007639,1,544.0,LOW,2026-03-26 08:18:55,2026-03-26 08:18:55
TXN00007642,1,1258.0,CRITICAL,2026-01-17 16:21:03,2026-01-17 16:21:03
TXN00007644,1,1173.01,MEDIUM,2026-02-04 00:00:00,2026-02-04 00:00:00
TXN00007645,1,-1667.95,CRITICAL,2026-02-23 00:00:00,2026-02-23 00:00:00
TXN00007650,1,316.55,P2,2026-03-25 00:00:00,2026-03-25 00:00:00
TXN00007654,2,1580.77,"P3,P4",2026-04-20 00:00:00,2026-06-02 23:30:00
TXN00007658,1,-2100.66,MEDIUM,2026-03-12 00:00:00,2026-03-12 00:00:00
TXN00007662,1,4479.85,M,2026-02-18 00:00:00,2026-02-18 00:00:00
TXN00007668,1,872.83,L,2026-02-16 00:00:00,2026-02-16 00:00:00
TXN00007676,1,841.13,P1,2026-02-28 00:00:00,2026-02-28 00:00:00
TXN00007679,1,504.58,H,2026-02-28 11:29:00,2026-02-28 11:29:00
TXN00007698,1,1746.55,MEDIUM,2026-03-27 00:00:00,2026-03-27 00:00:00
TXN00007704,1,1568.0,LOW,2026-02-09 00:00:00,2026-02-09 00:00:00
TXN00007711,1,842.88,HIGH,2026-02-11 23:37:04,2026-02-11 23:37:04
TXN00007712,1,-1151.15,P3,2026-04-02 17:09:00,2026-04-02 17:09:00
TXN00007718,1,1496.09,HIGH,2026-03-28 00:00:00,2026-03-28 00:00:00
TXN00007729,1,819.04,LOW,2026-01-09 00:00:00,2026-01-09 00:00:00
TXN00007749,1,1287.86,HIGH,2026-04-07 00:00:00,2026-04-07 00:00:00
TXN00007757,1,-2328.13,HIGH,2026-03-24 00:00:00,2026-03-24 00:00:00
TXN00007758,1,1550.0,LOW,2026-04-03 00:00:00,2026-04-03 00:00:00
TXN00007764,1,6398.47,MEDIUM,2026-03-25 00:00:00,2026-03-25 00:00:00
TXN00007769,1,813.25,HIGH,2026-02-14 19:34:08,2026-02-14 19:34:08
TXN00007772,1,1320.83,CRIT,2026-03-31 00:00:00,2026-03-31 00:00:00
TXN00007774,1,1443.57,P3,2026-09-03 00:00:00,2026-09-03 00:00:00
TXN00007782,1,-647.02,L,2026-01-16 00:00:00,2026-01-16 00:00:00
TXN00007791,1,1735.16,P4,2026-03-10 00:00:00,2026-03-10 00:00:00
TXN00007811,1,1224.0,H,2026-02-18 00:00:00,2026-02-18 00:00:00
TXN00007824,1,1375.65,MEDIUM,2026-03-27 06:06:46,2026-03-27 06:06:46
TXN00007831,1,905.66,P4,2026-01-07 00:00:00,2026-01-07 00:00:00
TXN00007842,1,5443.0,LOW,2026-03-27 00:00:00,2026-03-27 00:00:00
TXN00007847,1,0.0,P2,2026-04-14 00:00:00,2026-04-14 00:00:00
TXN00007849,1,1413.0,MEDIUM,2026-01-23 03:43:00,2026-01-23 03:43:00
TXN00007866,1,-2477.45,LOW,2026-02-22 00:00:00,2026-02-22 00:00:00
TXN00007870,1,1860.61,HIGH,2026-02-05 18:07:51,2026-02-05 18:07:51
TXN00007889,1,3625.88,M,,
TXN00007902,1,5099.0,HIGH,2026-03-09 00:00:00,2026-03-09 00:00:00
TXN00007915,1,1789.71,CRITICAL,2026-03-13 00:00:00,2026-03-13 00:00:00
TXN00007923,1,2225.43,MEDIUM,2026-02-07 13:24:35,2026-02-07 13:24:35
TXN00007924,1,2197.57,MEDIUM,2026-02-01 00:00:00,2026-02-01 00:00:00
TXN00007939,1,976.66,MEDIUM,,
TXN00007940,1,1608.0,HIGH,2026-03-22 11:13:00,2026-03-22 11:13:00
TXN00007941,1,-15519.36,P4,2026-03-05 05:33:21,2026-03-05 05:33:21
TXN00007945,1,2209.68,M,2026-03-01 09:39:03,2026-03-01 09:39:03
TXN00007949,1,2276.53,L,2026-01-25 17:35:49,2026-01-25 17:35:49
TXN00007962,1,875.42,P1,2026-02-05 00:00:00,2026-02-05 00:00:00
TXN00007966,2,5449.19,"CRITICAL,L",2026-03-13 00:00:00,2026-03-30 00:00:00
TXN00007967,1,0.0,HIGH,2026-11-04 00:00:00,2026-11-04 00:00:00
TXN00007974,1,4101.89,LOW,2026-03-11 00:00:00,2026-03-11 00:00:00
TXN00007980,1,1231.74,P3,2026-02-06 15:03:23,2026-02-06 15:03:23
TXN00007982,1,-3415.3,P2,,
TXN00007988,1,1309.6,L,2026-01-17 00:00:00,2026-01-17 00:00:00
TXN00007989,1,1245.09,MEDIUM,2026-02-17 00:00:00,2026-02-17 00:00:00
TXN00008011,1,1770.2,MEDIUM,2026-01-19 00:00:00,2026-01-19 00:00:00
TXN00008016,1,1364.41,P4,2026-01-02 00:00:00,2026-01-02 00:00:00
TXN00008030,1,1200.17,M,2026-03-20 00:00:00,2026-03-20 00:00:00
TXN00008048,1,7477.0,H,2026-02-10 00:00:00,2026-02-10 00:00:00
TXN00008054,2,1537.5,P2,2026-02-24 00:00:00,2026-03-24 11:29:00
TXN00008063,1,2296.42,P2,2026-03-19 00:00:00,2026-03-19 00:00:00
TXN00008067,1,14279.05,CRIT,2026-01-27 01:08:22,2026-01-27 01:08:22
TXN00008083,1,2354.56,HIGH,2026-01-11 00:00:00,2026-01-11 00:00:00
TXN00008090,1,3349.24,MEDIUM,2026-03-31 00:00:00,2026-03-31 00:00:00
TXN00008092,1,2596.26,M,2026-02-25 16:21:00,2026-02-25 16:21:00
TXN00008095,1,0.0,HIGH,2026-03-15 03:18:57,2026-03-15 03:18:57
TXN00008098,1,-488.38,P4,2026-01-26 00:00:00,2026-01-26 00:00:00
TXN00008099,1,4576.69,CRIT,2026-02-24 00:00:00,2026-02-24 00:00:00
TXN00008116,3,22249.399999999998,"LOW,P3,P4",2026-01-20 00:00:00,2026-03-29 15:23:00
TXN00008130,1,482.6,MEDIUM,2026-01-07 00:00:00,2026-01-07 00:00:00
TXN00008131,1,2367.83,P4,2026-03-31 00:00:00,2026-03-31 00:00:00
TXN00008134,1,388.91,MEDIUM,2026-02-07 13:04:31,2026-02-07 13:04:31
