txn_id_normalized,total_disputed_amount,chargeback_count,max_severity,chargeback_report_delay_hours,dispute_after_7_days_flag,invalid_chargeback_delay_flag
TXN00008564,7520.47,1,MEDIUM,1029.5069444444443,True,False
TXN00008566,2673.74,1,LOW,401.6202777777778,True,False
TXN00008578,3771.28,1,MEDIUM,,False,False
TXN00008581,-562.07,1,MEDIUM,1362.6825,True,False
TXN00008590,2830.0,1,M,,False,False
TXN00008599,1339.16,1,P4,,False,False
TXN00008604,-1527.8,1,HIGH,1165.690833333333,True,False
TXN00008617,4101.67,1,CRIT,1679.709722222222,True,False
TXN00008638,1056.33,1,LOW,1765.5055555555557,True,False
TXN00008645,1942.22,2,"HIGH,M",,False,False
TXN00008650,1166.57,1,P3,658.5030555555555,True,False
TXN00008651,0.0,1,MEDIUM,,False,False
TXN00008654,3655.6,1,P2,,False,False
TXN00008657,4252.24,1,P4,684.2186111111112,True,False
TXN00008670,992.85,1,LOW,,False,False
TXN00008679,1294.7,1,P3,1043.9086111111112,True,False
TXN00008682,5944.75,1,LOW,21.64666666666667,False,False
TXN00008686,-969.45,1,LOW,,False,False
TXN00008727,3479.0899999999997,2,"L,LOW",951.5263888888888,True,False
TXN00008732,3491.72,1,HIGH,,False,False
TXN00008758,11352.0,1,M,1412.3691666666666,True,False
TXN00008775,8304.41,1,P4,589.8669444444445,True,False
TXN00008788,8276.16,1,M,668.5627777777778,True,False
TXN00008795,1052.0,1,MEDIUM,,False,False
TXN00008797,980.58,1,MEDIUM,8.861666666666666,False,False
TXN00008813,-825.92,1,LOW,,False,False
TXN00008821,2136.49,1,LOW,1504.5872222222222,True,False
TXN00008826,1347.43,1,LOW,,False,False
TXN00008829,19778.02,1,P1,1511.5347222222222,True,False
TXN00008840,1257.85,1,H,,False,False
TXN00008851,1383.51,1,MEDIUM,2196.3969444444447,True,False
TXN00008853,6353.75,1,P3,239.41055555555556,True,False
TXN00008854,2299.14,1,MEDIUM,,False,False
TXN00008857,5937.26,1,P4,636.7861111111112,True,False
TXN00008870,4628.47,1,MEDIUM,,False,False
TXN00008893,2546.9,1,P4,,False,False
TXN00008903,601.89,1,CRITICAL,,False,False
TXN00008905,1362.36,1,CRITICAL,,False,False
TXN00008909,660.0,1,LOW,,False,False
TXN00008925,-3175.71,1,LOW,1351.898888888889,True,False
TXN00008946,815.57,1,M,,False,False
TXN00008947,4079.0,1,LOW,,False,False
TXN00008964,1646.02,1,H,191.55555555555551,True,False
TXN00008970,4972.63,2,LOW,659.1541666666667,True,False
TXN00009008,743.0,1,L,183.28861111111112,True,False
TXN00009019,2738.39,1,P3,,False,False
TXN00009035,1224.57,1,LOW,,False,False
TXN00009040,-1600.6,1,H,,False,False
TXN00009041,865.19,1,P4,868.5372222222222,True,False
TXN00009054,14177.27,1,MEDIUM,,False,False
TXN00009063,91.6,1,LOW,208.8972222222222,True,False
TXN00009064,1568.17,1,CRITICAL,,False,False
TXN00009068,1500.0,1,P2,792.0,True,False
TXN00009074,611.73,1,P3,1713.3830555555555,True,False
TXN00009076,1552.98,1,P2,1728.8469444444445,True,False
TXN00009087,7838.0,1,M,,False,False
TXN00009091,358.42,1,P3,,False,False
TXN00009096,-6781.52,1,MEDIUM,332.5113888888889,True,False
TXN00009098,4947.89,1,LOW,,False,False
TXN00009105,0.0,1,LOW,7685.483055555555,True,False
TXN00009106,1104.0,1,P3,,False,False
TXN00009115,1575.8,1,LOW,,False,False
TXN00009124,253.0,1,M,701.615,True,False
TXN00009133,1528.27,1,P3,,False,False
TXN00009139,1518.49,1,CRITICAL,1247.0405555555556,True,False
TXN00009145,1922.11,1,P4,,False,False
TXN00009149,-2970.62,1,CRITICAL,,False,False
TXN00009156,1074.12,1,LOW,788.0658333333333,True,False
TXN00009167,526.17,2,"LOW,MEDIUM",,False,False
TXN00009172,880.82,1,P3,525.7033333333334,True,False
TXN00009174,3544.0,1,L,1435.8513888888888,True,False
TXN00009180,0.0,1,HIGH,,False,False
TXN00009182,-4153.73,1,MEDIUM,702.3608333333333,True,False
TXN00009187,3008.39,1,L,,False,False
TXN00009188,542.9,1,M,451.8405555555556,True,False
TXN00009196,0.0,1,MEDIUM,158.53833333333333,False,False
TXN00009206,1313.0,1,P2,5350.701666666667,True,False
TXN00009207,4915.0,1,HIGH,,False,False
TXN00009220,914.0,1,M,,False,False
TXN00009226,4466.49,1,MEDIUM,,False,False
TXN00009229,1300.37,1,HIGH,,False,False
TXN00009231,669.96,1,LOW,,False,False
TXN00009246,1644.04,1,LOW,2280.0,True,False
TXN00009248,-728.36,1,CRITICAL,,False,False
TXN00009260,5136.75,1,LOW,,False,False
TXN00009269,385.53,1,MEDIUM,,False,False
TXN00009287,1407.0,1,MEDIUM,,False,False
TXN00009292,2299.02,1,P4,,False,False
TXN00009313,1561.28,1,P4,6510.228611111111,True,False
TXN00009314,766.0,1,LOW,,False,False
TXN00009329,648.33,1,CRIT,,False,False
TXN00009340,1180.9,1,CRIT,495.39472222222224,True,False
TXN00009347,1704.94,1,LOW,6145.983333333334,True,False
TXN00009348,6469.360000000001,2,"H,LOW",985.8047222222224,True,False
TXN00009350,478.75,1,P3,,False,False
TXN00009351,1026.98,1,MEDIUM,,False,False
TXN00009355,2786.42,1,P3,,False,False
TXN00009368,2931.23,1,LOW,212.775,True,False
TXN00009369,2070.15,1,P4,,False,False
TXN00009371,0.0,1,CRIT,,False,False
TXN00009374,50.0,2,"LOW,MEDIUM",,False,False
TXN00009379,578.72,1,P2,1246.4786111111111,True,False
TXN00009406,2488.0,1,P3,,False,False
TXN00009416,4883.77,1,LOW,5175.119166666666,True,False
TXN00009419,16164.46,1,LOW,1907.1633333333336,True,False
TXN00009429,1275.75,1,P4,668.0886111111112,True,False
TXN00009432,-7439.66,2,"HIGH,MEDIUM",3900.4577777777777,True,False
TXN00009444,855.85,1,P3,,False,False
TXN00009451,3711.97,1,MEDIUM,3314.3394444444443,True,False
TXN00009456,3537.13,1,MEDIUM,,False,False
TXN00009464,2154.73,1,HIGH,,False,False
TXN00009466,11523.08,1,CRIT,244.61694444444444,True,False
TXN00009493,270.77,1,MEDIUM,,False,False
TXN00009510,4843.85,1,L,218.54611111111112,True,False
TXN00009538,1124.0,1,M,1897.9922222222224,True,False
TXN00009546,562.28,1,MEDIUM,1424.9058333333332,True,False
TXN00009578,5287.35,1,M,,False,False
TXN00009596,5224.53,1,MEDIUM,,False,False
TXN00009609,2225.74,1,P2,,False,False
TXN00009614,927.07,1,H,,False,False
TXN00009622,0.0,1,P1,,False,False
TXN00009627,10535.8,1,L,,False,False
TXN00009635,1538.91,1,LOW,,False,False
TXN00009645,3937.19,1,MEDIUM,,False,False
TXN00009647,878.05,2,"H,MEDIUM",1104.0,True,False
TXN00009672,478.93,1,L,,False,False
TXN00009676,0.0,1,L,241.72055555555556,True,False
TXN00009699,3917.9,1,H,,False,False
TXN00009704,2595.11,1,LOW,,False,False
TXN00009708,3007.22,1,HIGH,,False,False
TXN00009712,803.59,1,M,461.0430555555555,True,False
TXN00009714,807.62,1,P4,,False,False
TXN00009715,2683.75,2,"CRIT,L",204.30055555555555,True,False
TXN00009735,1222.97,1,HIGH,408.7736111111111,True,False
TXN00009741,548.0,1,LOW,1797.0383333333334,True,False
TXN00009749,193.15,1,LOW,,False,False
TXN00009757,0.0,1,L,840.5841666666666,True,False
TXN00009768,7417.98,2,"CRITICAL,MEDIUM",,False,False
TXN00009782,7066.299999999999,2,"MEDIUM,P2",261.4472222222222,True,False
TXN00009783,2123.46,1,P3,,False,False
TXN00009790,2111.05,2,"CRITICAL,MEDIUM",939.5694444444443,True,False
TXN00009791,807.97,1,LOW,,False,False
TXN00009795,6352.67,2,"P3,P4",999.8286111111112,True,False
TXN00009804,767.56,1,MEDIUM,,False,False
TXN00009806,3825.17,1,LOW,215.11111111111111,True,False
TXN00009812,2069.51,1,LOW,71.15777777777778,False,False
TXN00009814,1195.47,1,M,,False,False
TXN00009818,2614.31,1,P3,186.72,True,False
TXN00009823,17825.75,1,L,,False,False
TXN00009825,-3366.2200000000003,2,"P1,P4",11.851944444444444,False,False
TXN00009831,2727.04,1,MEDIUM,5413.041944444444,True,False
TXN00009850,1130.39,1,LOW,,False,False
TXN00009857,519.97,1,M,656.8980555555555,True,False
TXN00009861,883.5,1,H,3985.903888888889,True,False
TXN00009866,6769.33,1,MEDIUM,149.94722222222222,False,False
TXN00009867,9736.35,1,H,743.025,True,False
TXN00009870,12334.0,1,P3,,False,False
TXN00009880,731.59,1,CRITICAL,,False,False
TXN00009897,1827.19,1,HIGH,,False,False
TXN00009905,2251.54,1,P3,,False,False
TXN00009920,1507.51,1,LOW,,False,False
TXN00009923,2940.0,1,MEDIUM,,False,False
TXN00009947,917.78,3,"CRIT,HIGH,P1",,False,False
TXN00009955,2132.38,1,MEDIUM,,False,False
TXN00009961,983.39,1,P4,1369.1202777777778,True,False
TXN00009966,606.33,1,CRIT,,False,False
TXN00009971,4849.0,1,LOW,855.2375,True,False
TXN00009979,2678.01,2,MEDIUM,,False,False
TXN00009981,1850.41,1,H,7265.106388888889,True,False
TXN00009985,4262.78,1,P4,,False,False
TXN00009994,477.68,1,MEDIUM,,False,False
TXN00009997,0.0,1,P3,722.3436111111112,True,False
TXN00010007,2021.11,1,L,,False,False
TXN00010013,314.65,1,HIGH,1038.8575,True,False
TXN00010018,0.0,1,L,,False,False
TXN00010034,305.0,1,CRITICAL,,False,False
TXN00010035,7882.54,1,M,730.1722222222222,True,False
TXN00010046,6572.39,1,P3,,False,False
TXN00010055,3918.28,1,M,18.945,False,False
TXN00010063,-1383.7800000000002,2,P3,101.53916666666667,False,False
TXN00010065,4146.46,1,L,,False,False
TXN00010068,2128.78,1,LOW,16.925833333333333,False,False
TXN00010080,824.94,1,P3,1711.755,True,False
TXN00010089,0.0,1,LOW,1474.8666666666666,True,False
TXN00010092,1533.39,1,P4,1004.9075,True,False
TXN00010095,1820.01,1,LOW,,False,False
TXN00010097,12885.17,1,L,816.0,True,False
TXN00010104,1912.26,1,HIGH,5.998333333333333,False,False
TXN00010126,1107.77,1,LOW,7063.795833333334,True,False
TXN00010146,2637.93,1,MEDIUM,,False,False
TXN00010149,0.0,1,CRIT,1939.5744444444445,True,False
TXN00010167,-3121.8,1,MEDIUM,1225.7075,True,False
TXN00010170,0.0,1,MEDIUM,155.3388888888889,False,False
TXN00010177,690.45,1,HIGH,,False,False
TXN00010182,1252.47,1,LOW,212.495,True,False
TXN00010193,-1194.2,1,MEDIUM,,False,False
TXN00010196,852.0,1,P2,,False,False
TXN00010199,3450.0,1,HIGH,535.8366666666667,True,False
TXN00010202,1328.22,1,P4,,False,False
TXN00010208,687.82,1,LOW,,False,False
TXN00010215,6899.7,1,P3,,False,False
TXN00010218,2014.18,2,"M,MEDIUM",,False,False
TXN00010219,9344.29,1,H,1852.285,True,False
TXN00010220,4146.24,1,P4,,False,False
TXN00010227,258.0,1,HIGH,,False,False
TXN00010231,0.0,1,MEDIUM,,False,False
TXN00010238,581.0,1,P3,480.0,True,False
TXN00010243,1043.0,1,L,1259.157222222222,True,False
TXN00010250,0.0,1,LOW,,False,False
TXN00010278,-1779.15,1,HIGH,1332.013333333333,True,False
TXN00010287,852.14,1,P1,204.4225,True,False
TXN00010292,982.39,1,M,,False,False
TXN00010298,534.44,1,P1,4957.383888888889,True,False
TXN00010316,1419.0,1,P2,97.225,False,False
TXN00010337,2203.0,1,L,,False,False
TXN00010340,8382.0,1,M,5907.984166666667,True,False
TXN00010355,-1284.43,1,P2,305.57194444444445,True,False
TXN00010356,2359.0,1,H,,False,False
TXN00010362,721.17,1,P3,343.81194444444446,True,False
TXN00010372,307.0,1,CRITICAL,349.9586111111111,True,False
TXN00010376,3789.0,1,MEDIUM,1194.641388888889,True,False
TXN00010383,4163.19,1,LOW,856.4544444444444,True,False
TXN00010384,2047.46,1,M,,False,False
TXN00010389,-6649.93,1,LOW,,False,False
TXN00010395,4273.42,1,HIGH,1751.5080555555555,True,False
TXN00010422,2144.03,1,MEDIUM,,False,False
TXN00010423,1285.39,1,LOW,663.4077777777778,True,False
TXN00010428,2580.03,1,HIGH,,False,False
TXN00010429,4066.0,1,LOW,1818.8105555555555,True,False
TXN00010436,509.15,1,P3,691.0527777777778,True,False
TXN00010448,-387.13,1,HIGH,2005.8208333333337,True,False
TXN00010449,1852.3,1,L,421.11694444444447,True,False
TXN00010450,1024.0,1,P3,,False,False
TXN00010454,3025.25,2,"L,LOW",378.72833333333335,True,False
TXN00010457,2161.39,1,P1,2372.4408333333336,True,False
TXN00010461,300.44,1,LOW,,False,False
TXN00010462,4246.38,1,LOW,161.6238888888889,False,False
TXN00010463,0.0,1,MEDIUM,,False,False
TXN00010478,3506.74,2,"MEDIUM,P4",409.43888888888887,True,False
TXN00010479,3691.3,1,P3,,False,False
TXN00010497,1549.8,1,MEDIUM,494.23805555555555,True,False
TXN00010499,4579.0,1,P4,359.0336111111111,True,False
TXN00010509,3420.75,2,"HIGH,M",,False,False
TXN00010511,12071.05,1,P4,890.3172222222222,True,False
TXN00010512,3320.47,2,"LOW,M",,False,False
TXN00010523,907.87,1,P2,,False,False
TXN00010530,7652.76,1,P2,1229.3366666666666,True,False
TXN00010549,6630.73,1,P2,593.3802777777778,True,False
TXN00010561,865.55,1,P4,1970.695,True,False
TXN00010566,3265.07,1,M,824.8147222222223,True,False
TXN00010572,1964.0,1,P2,5.001666666666667,False,False
TXN00010601,1363.12,1,P3,810.5575,True,False
TXN00010606,13028.67,1,P2,,False,False
TXN00010607,397.65,1,HIGH,,False,False
TXN00010611,1248.48,1,HIGH,,False,False
TXN00010627,0.0,1,L,1140.1686111111112,True,False
TXN00010641,9500.5,1,CRITICAL,339.7344444444444,True,False
TXN00010646,7206.85,2,"CRIT,LOW",,False,False
TXN00010651,0.0,1,HIGH,1416.0,True,False
TXN00010659,0.0,1,L,1314.9444444444443,True,False
TXN00010666,1349.33,1,P4,1230.9722222222222,True,False
TXN00010667,276.61,1,LOW,,False,False
TXN00010668,1305.45,1,P3,1225.6683333333333,True,False
TXN00010672,2072.0,1,M,,False,False
TXN00010675,268.44,1,MEDIUM,,False,False
TXN00010686,1379.0,1,P1,354.80583333333334,True,False
TXN00010691,518.38,1,M,,False,False
TXN00010699,428.88,1,CRITICAL,1423.315,True,False
TXN00010700,393.01,1,M,1095.575833333333,True,False
TXN00010702,3717.71,1,LOW,1123.3452777777777,True,False
TXN00010704,2880.65,1,L,,False,False
TXN00010709,372.66,1,MEDIUM,372.545,True,False
TXN00010731,1916.0,1,LOW,983.5975,True,False
TXN00010744,748.64,1,MEDIUM,563.5063888888889,True,False
TXN00010745,-2212.96,1,CRITICAL,,False,False
TXN00010749,0.0,1,LOW,,False,False
TXN00010750,2928.89,1,P3,,False,False
TXN00010760,1471.98,1,M,,False,False
TXN00010766,2510.0,1,LOW,,False,False
TXN00010784,782.96,1,H,,False,False
TXN00010786,0.0,1,MEDIUM,,False,False
TXN00010792,923.46,1,LOW,689.1044444444444,True,False
TXN00010795,-933.13,1,LOW,1405.076111111111,True,False
TXN00010803,7913.77,1,MEDIUM,1113.161388888889,True,False
TXN00010810,1377.31,2,"M,P3",1233.3141666666668,True,False
TXN00010811,1744.0,1,HIGH,163.71416666666667,False,False
TXN00010812,2753.09,2,"L,LOW",556.0488888888889,True,False
TXN00010816,1622.49,1,CRIT,,False,False
TXN00010823,-2588.02,1,MEDIUM,,False,False
TXN00010832,1882.0,1,LOW,,False,False
TXN00010834,1750.36,1,M,1402.6363888888889,True,False
TXN00010837,3555.94,1,P4,285.10777777777776,True,False
TXN00010858,624.0,1,MEDIUM,,False,False
TXN00010864,2891.42,1,P1,1420.1336111111111,True,False
TXN00010883,2301.28,1,CRIT,1079.3833333333334,True,False
TXN00010888,925.14,1,LOW,,False,False
TXN00010897,5022.43,1,P2,778.4194444444445,True,False
TXN00010902,3801.16,1,MEDIUM,1061.844722222222,True,False
TXN00010908,608.69,1,LOW,464.6619444444444,True,False
TXN00010916,2538.37,1,P4,124.90777777777778,False,False
TXN00010920,5841.83,2,"LOW,P3",540.2744444444445,True,False
TXN00010928,1538.0,1,HIGH,149.22194444444443,False,False
TXN00010938,4425.22,1,L,487.11805555555554,True,False
TXN00010946,562.29,1,HIGH,1060.1694444444445,True,False
TXN00010949,2673.31,1,M,4089.035833333334,True,False
TXN00010961,1126.18,1,LOW,1681.0697222222225,True,False
TXN00010969,1918.05,1,LOW,,False,False
TXN00010998,2641.73,2,"LOW,P1",1126.141388888889,True,False
TXN00011027,5066.5,2,MEDIUM,,False,False
TXN00011048,946.11,1,LOW,108.38694444444444,False,False
TXN00011061,-211.84,1,P4,,False,False
TXN00011080,5154.57,2,MEDIUM,,False,False
TXN00011096,825.0,1,P3,,False,False
TXN00011102,1825.45,1,P4,,False,False
TXN00011103,5968.43,1,P4,,False,False
TXN00011115,3037.16,1,LOW,,False,False
TXN00011129,4888.42,1,P3,4551.405277777778,True,False
TXN00011136,0.0,1,P3,6240.6258333333335,True,False
TXN00011140,1790.94,1,M,,False,False
TXN00011141,1466.29,1,P3,,False,False
TXN00011148,745.95,1,P4,,False,False
TXN00011150,3344.0,1,M,730.4966666666667,True,False
TXN00011157,-2138.06,1,M,,False,False
TXN00011160,1773.89,1,P4,360.58416666666665,True,False
TXN00011168,5239.53,1,MEDIUM,,False,False
TXN00011174,2412.7,1,P3,,False,False
TXN00011204,0.0,1,HIGH,,False,False
TXN00011206,0.0,1,L,,False,False
TXN00011208,729.47,1,P2,,False,False
TXN00011210,1853.91,1,P3,,False,False
TXN00011212,0.0,1,M,,False,False
TXN00011213,1071.93,1,LOW,,False,False
TXN00011216,-857.98,1,P1,,False,False
TXN00011228,9827.0,1,LOW,,False,False
TXN00011230,-2395.8,1,LOW,,False,False
TXN00011231,4533.6,1,M,940.6122222222224,True,False
TXN00011236,0.0,1,P4,,False,False
TXN00011255,5747.65,3,"HIGH,MEDIUM,P4",,False,False
TXN00011260,292.66,1,M,,False,False
TXN00011270,2977.0,2,"MEDIUM,P4",,False,False
TXN00011273,1062.27,1,CRITICAL,1124.9286111111112,True,False
TXN00011275,10469.69,1,P2,876.7675,True,False
TXN00011289,1340.0,2,"CRITICAL,HIGH",,False,False
TXN00011307,4006.77,1,P4,184.92333333333335,True,False
TXN00011308,16936.0,1,L,,False,False
TXN00011332,529.68,1,MEDIUM,711.2261111111111,True,False
TXN00011350,188.6,1,P3,,False,False
TXN00011351,4601.18,1,MEDIUM,,False,False
TXN00011359,6170.83,1,M,1435.5480555555555,True,False
TXN00011368,3661.74,1,MEDIUM,,False,False
TXN00011383,1933.11,1,P3,1056.7619444444445,True,False
TXN00011390,681.66,1,H,,False,False
TXN00011396,205.54,1,HIGH,,False,False
TXN00011403,3089.23,2,"HIGH,LOW",,False,False
TXN00011412,1142.95,1,L,,False,False
TXN00011416,648.02,1,P2,,False,False
TXN00011425,-3369.42,1,MEDIUM,,False,False
TXN00011430,-1138.68,1,MEDIUM,,False,False
TXN00011455,-2844.19,2,"LOW,MEDIUM",867.3838888888889,True,False
TXN00011466,860.0,1,H,,False,False
TXN00011475,-2769.32,1,MEDIUM,1390.61,True,False
TXN00011489,1419.0,1,P4,248.1313888888889,True,False
TXN00011491,1506.11,1,P4,,False,False
TXN00011494,-1084.65,1,LOW,,False,False
TXN00011498,1209.77,1,LOW,492.4313888888889,True,False
TXN00011503,3250.67,2,"HIGH,LOW",923.6338888888888,True,False
TXN00011510,7271.24,1,P4,,False,False
TXN00011522,1768.79,1,P2,,False,False
TXN00011524,3021.0,1,LOW,7.155,False,False
TXN00011525,3875.84,1,P3,1739.0241666666666,True,False
TXN00011527,1443.54,1,M,,False,False
TXN00011539,1528.98,1,HIGH,,False,False
TXN00011546,3305.27,1,L,,False,False
TXN00011553,1996.81,1,LOW,,False,False
TXN00011560,2932.55,1,H,,False,False
TXN00011566,248.1,1,CRITICAL,706.2547222222222,True,False
TXN00011567,-7727.83,1,M,,False,False
TXN00011579,4186.0,1,CRITICAL,1718.8663888888889,True,False
TXN00011614,459.43,1,MEDIUM,,False,False
TXN00011615,0.0,1,MEDIUM,338.7188888888889,True,False
TXN00011619,-893.52,1,LOW,512.9038888888889,True,False
TXN00011621,0.0,1,M,,False,False
TXN00011623,3487.78,1,P2,,False,False
TXN00011628,6328.27,1,CRITICAL,,False,False
TXN00011647,8725.14,1,HIGH,,False,False
TXN00011648,2218.94,1,MEDIUM,6162.532222222222,True,False
TXN00011669,19475.24,1,M,1555.2794444444444,True,False
TXN00011689,473.27,1,LOW,,False,False
TXN00011692,3309.0,1,MEDIUM,1220.2047222222222,True,False
TXN00011700,14999.55,1,LOW,1656.1047222222223,True,False
TXN00011788,4428.67,1,P4,3212.9772222222223,True,False
TXN00011825,3123.85,1,L,,False,False
TXN00011829,0.0,1,HIGH,,False,False
TXN00011858,9993.63,2,"LOW,P3",3648.7083333333335,True,False
TXN00011866,628.55,1,L,818.2244444444444,True,False
TXN00011868,1080.46,1,LOW,321.2011111111111,True,False
TXN00011869,8004.21,1,P1,1103.8083333333334,True,False
TXN00011877,728.14,1,MEDIUM,,False,False
TXN00011889,1592.55,1,LOW,,False,False
TXN00011891,146.7,1,HIGH,,False,False
TXN00011898,2771.91,1,LOW,,False,False
TXN00011910,3498.93,1,LOW,,False,False
TXN00011912,2559.27,1,LOW,,False,False
TXN00011934,0.0,1,P3,,False,False
TXN00011955,-918.61,1,L,514.3705555555556,True,False
TXN00011957,3972.42,2,"L,M",168.5738888888889,True,False
TXN00011962,6403.5,1,L,,False,False
TXN00011968,-4809.04,1,MEDIUM,,False,False
TXN00011970,164.3,1,MEDIUM,400.7011111111111,True,False
TXN00011973,50.0,1,P2,,False,False
TXN00011978,466.0,1,L,456.0,True,False
TXN00011981,17594.04,1,L,,False,False
TXN00011998,-1184.71,1,L,507.85583333333335,True,False
TXN00012003,1641.33,1,P3,1050.8822222222225,True,False
TXN00012026,4655.0,1,P4,,False,False
TXN00012027,-1274.02,1,LOW,,False,False
TXN00012030,0.0,1,P4,,False,False
TXN00012035,1897.14,1,M,,False,False
TXN00012038,0.0,1,LOW,,False,False
TXN00012039,966.0,1,P2,,False,False
TXN00012046,2431.27,1,MEDIUM,2761.458888888889,True,False
TXN00012053,1200.13,1,P1,,False,False
TXN00012054,666.76,1,H,,False,False
TXN00012064,786.31,1,MEDIUM,1626.006388888889,True,False
TXN00012089,1931.29,1,LOW,662.375,True,False
TXN00012093,3867.32,1,CRITICAL,,False,False
TXN00012094,878.0,1,LOW,7566.637222222223,True,False
TXN00012098,708.0,1,LOW,,False,False
TXN00012105,1866.96,1,L,626.9783333333334,True,False
TXN00012123,4232.74,1,MEDIUM,363.2788888888889,True,False
TXN00012133,8852.529999999999,2,"L,MEDIUM",1484.5472222222222,True,False
TXN00012142,355.28,1,P2,1377.4972222222225,True,False
TXN00012155,348.42,1,P3,1448.0241666666666,True,False
TXN00012156,-1477.28,1,M,5322.93,True,False
TXN00012165,0.0,1,P4,,False,False
TXN00012172,0.0,1,LOW,,False,False
TXN00012176,4272.46,1,LOW,,False,False
TXN00012186,4466.44,1,L,,False,False
TXN00012192,-5520.5,1,M,6628.5969444444445,True,False
TXN00012193,1913.11,1,HIGH,216.98472222222225,True,False
TXN00012199,879.0,1,LOW,1550.0291666666667,True,False
TXN00012205,2093.79,1,M,,False,False
TXN00012208,5802.45,1,MEDIUM,,False,False
TXN00012210,1467.32,1,P2,,False,False
TXN00012212,2586.86,1,L,,False,False
TXN00012216,972.52,1,LOW,,False,False
TXN00012234,1786.57,1,P1,540.0122222222222,True,False
TXN00012235,-10021.84,1,M,286.8333333333333,True,False
TXN00012239,6796.0,1,MEDIUM,544.8494444444444,True,False
TXN00012253,1245.84,1,CRIT,3363.1847222222223,True,False
TXN00012289,5071.86,1,LOW,,False,False
TXN00012306,-1076.54,1,LOW,,False,False
TXN00012331,1246.25,1,M,,False,False
TXN00012334,1521.74,1,P2,546.0916666666667,True,False
TXN00012346,1010.1,1,P2,66.91,False,False
TXN00012360,-5341.0,1,L,,False,False
TXN00012362,5148.1900000000005,2,"P1,P4",484.3208333333333,True,False
TXN00012370,-9690.23,1,M,456.84027777777777,True,False
TXN00012384,461.01,1,P3,,False,False
TXN00012387,-2462.0,1,MEDIUM,,False,False
TXN00012389,1247.52,1,L,,False,False
TXN00012392,687.06,1,MEDIUM,882.0441666666667,True,False
TXN00012401,13235.72,1,LOW,37.24916666666667,False,False
TXN00012403,0.0,1,P1,207.14138888888888,True,False
TXN00012405,1837.0,1,MEDIUM,,False,False
TXN00012406,-2900.07,1,LOW,,False,False
TXN00012423,591.32,1,H,,False,False
TXN00012434,2898.89,1,M,660.5830555555556,True,False
TXN00012439,1778.59,1,P3,283.9972222222222,True,False
TXN00012446,1105.07,1,M,1365.5666666666666,True,False
TXN00012462,7714.0,1,P4,1425.581111111111,True,False
TXN00012467,1654.78,1,LOW,,False,False
TXN00012475,11540.0,1,LOW,,False,False
TXN00012480,2178.0,1,H,981.9191666666668,True,False
TXN00012491,-3187.1,1,P2,,False,False
TXN00012512,3164.0,1,M,1810.3755555555556,True,False
TXN00012527,2311.0,1,LOW,,False,False
TXN00012539,7039.0,1,P4,2198.758888888889,True,False
TXN00012543,-5621.9,1,LOW,2055.6669444444447,True,False
TXN00012545,886.93,1,H,,False,False
TXN00012553,901.62,1,LOW,,False,False
TXN00012555,2740.59,1,LOW,,False,False
TXN00012568,15086.0,1,LOW,374.2038888888889,True,False
TXN00012584,397.91,1,P4,56.55138888888889,False,False
TXN00012588,1181.22,1,CRITICAL,1355.6930555555557,True,False
TXN00012590,8645.0,1,P1,203.2397222222222,True,False
TXN00012596,1692.85,1,L,1488.7766666666666,True,False
TXN00012615,2049.68,1,P3,,False,False
TXN00012629,3056.74,1,M,432.88305555555553,True,False
TXN00012639,3681.26,1,HIGH,183.50833333333333,True,False
TXN00012640,3800.84,1,P2,407.05861111111113,True,False
TXN00012645,-1273.59,1,LOW,582.6736111111111,True,False
TXN00012649,2202.7,1,HIGH,648.8863888888889,True,False
TXN00012654,326.32,1,P4,,False,False
TXN00012655,5677.69,1,MEDIUM,275.16055555555556,True,False
TXN00012661,4457.64,1,M,960.0,True,False
TXN00012665,3223.69,1,P1,,False,False
TXN00012671,739.17,1,M,,False,False
TXN00012679,1851.93,1,MEDIUM,,False,False
TXN00012698,2283.53,1,HIGH,316.5027777777778,True,False
TXN00012704,2025.76,1,H,,False,False
TXN00012709,-1866.43,1,MEDIUM,533.7527777777777,True,False
TXN00012710,1691.84,1,P4,1395.9663888888888,True,False
TXN00012715,339.58,1,P2,2798.4225,True,False
TXN00012720,1297.0,1,LOW,,False,False
TXN00012726,360.49,1,LOW,6311.4825,True,False
TXN00012727,847.6,1,CRIT,827.2744444444445,True,False
TXN00012729,1232.87,1,LOW,995.2438888888888,True,False
TXN00012741,863.52,1,M,310.0438888888889,True,False
TXN00012764,10959.34,2,"M,P3",1771.3991666666666,True,False
TXN00012795,4081.84,1,MEDIUM,,False,False
TXN00012801,2374.29,1,MEDIUM,192.0,True,False
TXN00012807,122.0,1,LOW,173.505,True,False
TXN00012810,0.0,2,"LOW,P3",648.0,True,False
TXN00012829,4506.23,1,HIGH,1731.5505555555555,True,False
TXN00012832,0.0,1,L,1232.7705555555556,True,False
TXN00012860,4626.0,1,P4,,False,False
TXN00012872,4857.19,1,H,,False,False
TXN00012882,1791.89,1,M,,False,False
TXN00012893,-1558.33,1,LOW,,False,False
TXN00012902,586.88,1,LOW,744.0,True,False
TXN00012907,0.0,1,LOW,887.5188888888889,True,False
TXN00012918,2316.9,1,MEDIUM,,False,False
TXN00012927,10469.4,1,M,244.88694444444445,True,False
TXN00012935,7997.0,1,P4,409.4316666666667,True,False
